TAL;BOPKOM;KØN;TID;INDHOLD
Full-time employees;Province Københavns omegn;Total;2015Q2;205939
Full-time employees;Province Københavns omegn;Total;2015Q3;204947
Full-time employees;Province Københavns omegn;Total;2015Q4;208923
Full-time employees;Province Københavns omegn;Total;2016Q1;206643
Full-time employees;Province Københavns omegn;Total;2016Q2;209509
Full-time employees;Province Københavns omegn;Total;2016Q3;207682
Full-time employees;Province Københavns omegn;Total;2016Q4;211556
Full-time employees;Province Københavns omegn;Total;2017Q1;209160
Full-time employees;Province Københavns omegn;Total;2017Q2;211218
Full-time employees;Province Københavns omegn;Total;2017Q3;209942
Full-time employees;Province Københavns omegn;Total;2017Q4;214196
Full-time employees;Province Københavns omegn;Total;2018Q1;211363
Full-time employees;Province Københavns omegn;Total;2018Q2;214211
Full-time employees;Province Københavns omegn;Total;2018Q3;212705
Full-time employees;Province Københavns omegn;Total;2018Q4;216874
Full-time employees;Province Københavns omegn;Total;2019Q1;214268
Full-time employees;Province Københavns omegn;Total;2019Q2;216058
Full-time employees;Province Københavns omegn;Total;2019Q3;214784
Full-time employees;Province Københavns omegn;Total;2019Q4;218551
Full-time employees;Province Københavns omegn;Total;2020Q1;215206
Full-time employees;Province Københavns omegn;Total;2020Q2;212999
Full-time employees;Province Københavns omegn;Total;2020Q3;213128
Full-time employees;Province Københavns omegn;Total;2020Q4;218440
Full-time employees;Province Københavns omegn;Total;2021Q1;215861
Full-time employees;Province Københavns omegn;Total;2021Q2;220671
Full-time employees;Province Københavns omegn;Total;2021Q3;221381
Full-time employees;Province Københavns omegn;Total;2021Q4;228049
Full-time employees;Province Københavns omegn;Total;2022Q1;227446
Full-time employees;Province Københavns omegn;Total;2022Q2;230332
Full-time employees;Province Københavns omegn;Total;2022Q3;230085
Full-time employees;Province Københavns omegn;Total;2022Q4;235687
Full-time employees;Province Københavns omegn;Total;2023Q1;233995
Full-time employees;Province Københavns omegn;Total;2023Q2;237555
Full-time employees;Province Københavns omegn;Total;2023Q3;237179
Full-time employees;Province Københavns omegn;Total;2023Q4;242351
Full-time employees;Province Københavns omegn;Total;2024Q1;239943
Full-time employees;Province Københavns omegn;Total;2024Q2;243923
Full-time employees;Province Københavns omegn;Total;2024Q3;242172
Full-time employees;Province Københavns omegn;Total;2024Q4;246861
Full-time employees;Province Københavns omegn;Total;2025Q1;244979
Full-time employees;Province Københavns omegn;Total;2025Q2;248893
Full-time employees;Province Københavns omegn;Total;2025Q3;248615
Full-time employees;Albertslund;Total;2008Q1;10995
Full-time employees;Albertslund;Total;2008Q2;11137
Full-time employees;Albertslund;Total;2008Q3;11107
Full-time employees;Albertslund;Total;2008Q4;11128
Full-time employees;Albertslund;Total;2009Q1;10729
Full-time employees;Albertslund;Total;2009Q2;10697
Full-time employees;Albertslund;Total;2009Q3;10491
Full-time employees;Albertslund;Total;2009Q4;10428
Full-time employees;Albertslund;Total;2010Q1;10167
Full-time employees;Albertslund;Total;2010Q2;10201
Full-time employees;Albertslund;Total;2010Q3;10051
Full-time employees;Albertslund;Total;2010Q4;10101
Full-time employees;Albertslund;Total;2011Q1;9896
Full-time employees;Albertslund;Total;2011Q2;9875
Full-time employees;Albertslund;Total;2011Q3;9929
Full-time employees;Albertslund;Total;2011Q4;10059
Full-time employees;Albertslund;Total;2012Q1;9839
Full-time employees;Albertslund;Total;2012Q2;9837
Full-time employees;Albertslund;Total;2012Q3;9804
Full-time employees;Albertslund;Total;2012Q4;9852
Full-time employees;Albertslund;Total;2013Q1;9597
Full-time employees;Albertslund;Total;2013Q2;9612
Full-time employees;Albertslund;Total;2013Q3;9660
Full-time employees;Albertslund;Total;2013Q4;9728
Full-time employees;Albertslund;Total;2014Q1;9671
Full-time employees;Albertslund;Total;2014Q2;9743
Full-time employees;Albertslund;Total;2014Q3;9740
Full-time employees;Albertslund;Total;2014Q4;9853
Full-time employees;Albertslund;Total;2015Q1;9670
Full-time employees;Albertslund;Total;2015Q2;9813
Full-time employees;Albertslund;Total;2015Q3;9763
Full-time employees;Albertslund;Total;2015Q4;9945
Full-time employees;Albertslund;Total;2016Q1;9794
Full-time employees;Albertslund;Total;2016Q2;9942
Full-time employees;Albertslund;Total;2016Q3;9853
Full-time employees;Albertslund;Total;2016Q4;10006
Full-time employees;Albertslund;Total;2017Q1;9885
Full-time employees;Albertslund;Total;2017Q2;9972
Full-time employees;Albertslund;Total;2017Q3;9921
Full-time employees;Albertslund;Total;2017Q4;10082
Full-time employees;Albertslund;Total;2018Q1;9921
Full-time employees;Albertslund;Total;2018Q2;10126
Full-time employees;Albertslund;Total;2018Q3;10097
Full-time employees;Albertslund;Total;2018Q4;10251
Full-time employees;Albertslund;Total;2019Q1;10122
Full-time employees;Albertslund;Total;2019Q2;10207
Full-time employees;Albertslund;Total;2019Q3;10091
Full-time employees;Albertslund;Total;2019Q4;10284
Full-time employees;Albertslund;Total;2020Q1;10086
Full-time employees;Albertslund;Total;2020Q2;9864
Full-time employees;Albertslund;Total;2020Q3;9907
Full-time employees;Albertslund;Total;2020Q4;10101
Full-time employees;Albertslund;Total;2021Q1;9907
Full-time employees;Albertslund;Total;2021Q2;10103
Full-time employees;Albertslund;Total;2021Q3;10250
Full-time employees;Albertslund;Total;2021Q4;10579
Full-time employees;Albertslund;Total;2022Q1;10542
Full-time employees;Albertslund;Total;2022Q2;10656
Full-time employees;Albertslund;Total;2022Q3;10664
Full-time employees;Albertslund;Total;2022Q4;10845
Full-time employees;Albertslund;Total;2023Q1;10719
Full-time employees;Albertslund;Total;2023Q2;10832
Full-time employees;Albertslund;Total;2023Q3;10821
Full-time employees;Albertslund;Total;2023Q4;11019
Full-time employees;Albertslund;Total;2024Q1;10806
Full-time employees;Albertslund;Total;2024Q2;10915
Full-time employees;Albertslund;Total;2024Q3;10950
Full-time employees;Albertslund;Total;2024Q4;11172
Full-time employees;Albertslund;Total;2025Q1;11156
Full-time employees;Albertslund;Total;2025Q2;11478
Full-time employees;Albertslund;Total;2025Q3;11568
Full-time employees;Ballerup;Total;2008Q1;19017
Full-time employees;Ballerup;Total;2008Q2;19175
Full-time employees;Ballerup;Total;2008Q3;18870
Full-time employees;Ballerup;Total;2008Q4;19108
Full-time employees;Ballerup;Total;2009Q1;18716
Full-time employees;Ballerup;Total;2009Q2;18553
Full-time employees;Ballerup;Total;2009Q3;18187
Full-time employees;Ballerup;Total;2009Q4;18310
Full-time employees;Ballerup;Total;2010Q1;17976
Full-time employees;Ballerup;Total;2010Q2;18040
Full-time employees;Ballerup;Total;2010Q3;17817
Full-time employees;Ballerup;Total;2010Q4;18135
Full-time employees;Ballerup;Total;2011Q1;17891
Full-time employees;Ballerup;Total;2011Q2;17959
Full-time employees;Ballerup;Total;2011Q3;17856
Full-time employees;Ballerup;Total;2011Q4;18155
Full-time employees;Ballerup;Total;2012Q1;17941
Full-time employees;Ballerup;Total;2012Q2;17896
Full-time employees;Ballerup;Total;2012Q3;17729
Full-time employees;Ballerup;Total;2012Q4;18004
Full-time employees;Ballerup;Total;2013Q1;17731
Full-time employees;Ballerup;Total;2013Q2;17761
Full-time employees;Ballerup;Total;2013Q3;17682
Full-time employees;Ballerup;Total;2013Q4;17994
Full-time employees;Ballerup;Total;2014Q1;17776
Full-time employees;Ballerup;Total;2014Q2;17847
Full-time employees;Ballerup;Total;2014Q3;17809
Full-time employees;Ballerup;Total;2014Q4;18160
Full-time employees;Ballerup;Total;2015Q1;17917
Full-time employees;Ballerup;Total;2015Q2;18053
Full-time employees;Ballerup;Total;2015Q3;17927
Full-time employees;Ballerup;Total;2015Q4;18323
Full-time employees;Ballerup;Total;2016Q1;18124
Full-time employees;Ballerup;Total;2016Q2;18410
Full-time employees;Ballerup;Total;2016Q3;18234
Full-time employees;Ballerup;Total;2016Q4;18549
Full-time employees;Ballerup;Total;2017Q1;18320
Full-time employees;Ballerup;Total;2017Q2;18407
Full-time employees;Ballerup;Total;2017Q3;18230
Full-time employees;Ballerup;Total;2017Q4;18691
Full-time employees;Ballerup;Total;2018Q1;18485
Full-time employees;Ballerup;Total;2018Q2;18674
Full-time employees;Ballerup;Total;2018Q3;18555
Full-time employees;Ballerup;Total;2018Q4;18941
Full-time employees;Ballerup;Total;2019Q1;18740
Full-time employees;Ballerup;Total;2019Q2;18766
Full-time employees;Ballerup;Total;2019Q3;18656
Full-time employees;Ballerup;Total;2019Q4;19052
Full-time employees;Ballerup;Total;2020Q1;18869
Full-time employees;Ballerup;Total;2020Q2;18646
Full-time employees;Ballerup;Total;2020Q3;18700
Full-time employees;Ballerup;Total;2020Q4;19354
Full-time employees;Ballerup;Total;2021Q1;19100
Full-time employees;Ballerup;Total;2021Q2;19392
Full-time employees;Ballerup;Total;2021Q3;19424
Full-time employees;Ballerup;Total;2021Q4;20056
Full-time employees;Ballerup;Total;2022Q1;20040
Full-time employees;Ballerup;Total;2022Q2;20263
Full-time employees;Ballerup;Total;2022Q3;20202
Full-time employees;Ballerup;Total;2022Q4;20718
Full-time employees;Ballerup;Total;2023Q1;20597
Full-time employees;Ballerup;Total;2023Q2;20890
Full-time employees;Ballerup;Total;2023Q3;20903
Full-time employees;Ballerup;Total;2023Q4;21575
Full-time employees;Ballerup;Total;2024Q1;21555
Full-time employees;Ballerup;Total;2024Q2;21985
Full-time employees;Ballerup;Total;2024Q3;21922
Full-time employees;Ballerup;Total;2024Q4;22466
Full-time employees;Ballerup;Total;2025Q1;22395
Full-time employees;Ballerup;Total;2025Q2;22684
Full-time employees;Ballerup;Total;2025Q3;22629
Full-time employees;Brøndby;Total;2008Q1;13195
Full-time employees;Brøndby;Total;2008Q2;13265
Full-time employees;Brøndby;Total;2008Q3;13031
Full-time employees;Brøndby;Total;2008Q4;13189
Full-time employees;Brøndby;Total;2009Q1;12908
Full-time employees;Brøndby;Total;2009Q2;12822
Full-time employees;Brøndby;Total;2009Q3;12578
Full-time employees;Brøndby;Total;2009Q4;12599
Full-time employees;Brøndby;Total;2010Q1;12303
Full-time employees;Brøndby;Total;2010Q2;12358
Full-time employees;Brøndby;Total;2010Q3;12211
Full-time employees;Brøndby;Total;2010Q4;12452
Full-time employees;Brøndby;Total;2011Q1;12245
Full-time employees;Brøndby;Total;2011Q2;12282
Full-time employees;Brøndby;Total;2011Q3;12217
Full-time employees;Brøndby;Total;2011Q4;12405
Full-time employees;Brøndby;Total;2012Q1;12241
Full-time employees;Brøndby;Total;2012Q2;12226
Full-time employees;Brøndby;Total;2012Q3;12180
Full-time employees;Brøndby;Total;2012Q4;12294
Full-time employees;Brøndby;Total;2013Q1;12089
Full-time employees;Brøndby;Total;2013Q2;12187
Full-time employees;Brøndby;Total;2013Q3;12150
Full-time employees;Brøndby;Total;2013Q4;12276
Full-time employees;Brøndby;Total;2014Q1;12157
Full-time employees;Brøndby;Total;2014Q2;12213
Full-time employees;Brøndby;Total;2014Q3;12251
Full-time employees;Brøndby;Total;2014Q4;12457
Full-time employees;Brøndby;Total;2015Q1;12239
Full-time employees;Brøndby;Total;2015Q2;12415
Full-time employees;Brøndby;Total;2015Q3;12409
Full-time employees;Brøndby;Total;2015Q4;12669
Full-time employees;Brøndby;Total;2016Q1;12511
Full-time employees;Brøndby;Total;2016Q2;12690
Full-time employees;Brøndby;Total;2016Q3;12616
Full-time employees;Brøndby;Total;2016Q4;12908
Full-time employees;Brøndby;Total;2017Q1;12691
Full-time employees;Brøndby;Total;2017Q2;12754
Full-time employees;Brøndby;Total;2017Q3;12654
Full-time employees;Brøndby;Total;2017Q4;12942
Full-time employees;Brøndby;Total;2018Q1;12768
Full-time employees;Brøndby;Total;2018Q2;12921
Full-time employees;Brøndby;Total;2018Q3;12802
Full-time employees;Brøndby;Total;2018Q4;12997
Full-time employees;Brøndby;Total;2019Q1;12784
Full-time employees;Brøndby;Total;2019Q2;12851
Full-time employees;Brøndby;Total;2019Q3;12794
Full-time employees;Brøndby;Total;2019Q4;13003
Full-time employees;Brøndby;Total;2020Q1;12730
Full-time employees;Brøndby;Total;2020Q2;12526
Full-time employees;Brøndby;Total;2020Q3;12599
Full-time employees;Brøndby;Total;2020Q4;12895
Full-time employees;Brøndby;Total;2021Q1;12693
Full-time employees;Brøndby;Total;2021Q2;13088
Full-time employees;Brøndby;Total;2021Q3;13255
Full-time employees;Brøndby;Total;2021Q4;13856
Full-time employees;Brøndby;Total;2022Q1;13860
Full-time employees;Brøndby;Total;2022Q2;14122
Full-time employees;Brøndby;Total;2022Q3;14290
Full-time employees;Brøndby;Total;2022Q4;14885
Full-time employees;Brøndby;Total;2023Q1;14822
Full-time employees;Brøndby;Total;2023Q2;15176
Full-time employees;Brøndby;Total;2023Q3;15337
Full-time employees;Brøndby;Total;2023Q4;15821
Full-time employees;Brøndby;Total;2024Q1;15785
Full-time employees;Brøndby;Total;2024Q2;16109
Full-time employees;Brøndby;Total;2024Q3;16155
Full-time employees;Brøndby;Total;2024Q4;16472
Full-time employees;Brøndby;Total;2025Q1;16342
Full-time employees;Brøndby;Total;2025Q2;16636
Full-time employees;Brøndby;Total;2025Q3;16698
Full-time employees;Gentofte;Total;2008Q1;27128
Full-time employees;Gentofte;Total;2008Q2;27642
Full-time employees;Gentofte;Total;2008Q3;27467
Full-time employees;Gentofte;Total;2008Q4;27956
Full-time employees;Gentofte;Total;2009Q1;27532
Full-time employees;Gentofte;Total;2009Q2;27616
Full-time employees;Gentofte;Total;2009Q3;27318
Full-time employees;Gentofte;Total;2009Q4;27280
Full-time employees;Gentofte;Total;2010Q1;27326
Full-time employees;Gentofte;Total;2010Q2;27676
Full-time employees;Gentofte;Total;2010Q3;27365
Full-time employees;Gentofte;Total;2010Q4;27633
Full-time employees;Gentofte;Total;2011Q1;27149
Full-time employees;Gentofte;Total;2011Q2;27410
Full-time employees;Gentofte;Total;2011Q3;27356
Full-time employees;Gentofte;Total;2011Q4;27790
Full-time employees;Gentofte;Total;2012Q1;27498
Full-time employees;Gentofte;Total;2012Q2;27730
Full-time employees;Gentofte;Total;2012Q3;27508
Full-time employees;Gentofte;Total;2012Q4;28031
Full-time employees;Gentofte;Total;2013Q1;27580
Full-time employees;Gentofte;Total;2013Q2;27851
Full-time employees;Gentofte;Total;2013Q3;27711
Full-time employees;Gentofte;Total;2013Q4;28178
Full-time employees;Gentofte;Total;2014Q1;27935
Full-time employees;Gentofte;Total;2014Q2;28169
Full-time employees;Gentofte;Total;2014Q3;27955
Full-time employees;Gentofte;Total;2014Q4;28403
Full-time employees;Gentofte;Total;2015Q1;28073
Full-time employees;Gentofte;Total;2015Q2;28442
Full-time employees;Gentofte;Total;2015Q3;28207
Full-time employees;Gentofte;Total;2015Q4;28671
Full-time employees;Gentofte;Total;2016Q1;28374
Full-time employees;Gentofte;Total;2016Q2;28725
Full-time employees;Gentofte;Total;2016Q3;28401
Full-time employees;Gentofte;Total;2016Q4;28795
Full-time employees;Gentofte;Total;2017Q1;28481
Full-time employees;Gentofte;Total;2017Q2;28830
Full-time employees;Gentofte;Total;2017Q3;28403
Full-time employees;Gentofte;Total;2017Q4;28803
Full-time employees;Gentofte;Total;2018Q1;28378
Full-time employees;Gentofte;Total;2018Q2;28767
Full-time employees;Gentofte;Total;2018Q3;28382
Full-time employees;Gentofte;Total;2018Q4;28864
Full-time employees;Gentofte;Total;2019Q1;28518
Full-time employees;Gentofte;Total;2019Q2;28767
Full-time employees;Gentofte;Total;2019Q3;28452
Full-time employees;Gentofte;Total;2019Q4;28805
Full-time employees;Gentofte;Total;2020Q1;28360
Full-time employees;Gentofte;Total;2020Q2;28296
Full-time employees;Gentofte;Total;2020Q3;28042
