OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Region Nordjylland;Total;125 years;Total;2022Q1;0
Brønderslev;Total;65 years;Total;2008Q1;406
Brønderslev;Total;65 years;Total;2011Q1;480
Brønderslev;Total;65 years;Total;2015Q1;459
Brønderslev;Total;65 years;Total;2019Q1;444
Brønderslev;Total;65 years;Total;2022Q1;463
Brønderslev;Total;66 years;Total;2008Q1;391
Brønderslev;Total;66 years;Total;2011Q1;422
Brønderslev;Total;66 years;Total;2015Q1;494
Brønderslev;Total;66 years;Total;2019Q1;441
Brønderslev;Total;66 years;Total;2022Q1;443
Brønderslev;Total;67 years;Total;2008Q1;343
Brønderslev;Total;67 years;Total;2011Q1;433
Brønderslev;Total;67 years;Total;2015Q1;478
Brønderslev;Total;67 years;Total;2019Q1;396
Brønderslev;Total;67 years;Total;2022Q1;472
Brønderslev;Total;68 years;Total;2008Q1;354
Brønderslev;Total;68 years;Total;2011Q1;400
Brønderslev;Total;68 years;Total;2015Q1;495
Brønderslev;Total;68 years;Total;2019Q1;447
Brønderslev;Total;68 years;Total;2022Q1;425
Brønderslev;Total;69 years;Total;2008Q1;319
Brønderslev;Total;69 years;Total;2011Q1;377
Brønderslev;Total;69 years;Total;2015Q1;452
Brønderslev;Total;69 years;Total;2019Q1;421
Brønderslev;Total;69 years;Total;2022Q1;406
Brønderslev;Total;70 years;Total;2008Q1;305
Brønderslev;Total;70 years;Total;2011Q1;328
Brønderslev;Total;70 years;Total;2015Q1;407
Brønderslev;Total;70 years;Total;2019Q1;465
Brønderslev;Total;70 years;Total;2022Q1;385
Brønderslev;Total;71 years;Total;2008Q1;319
Brønderslev;Total;71 years;Total;2011Q1;337
Brønderslev;Total;71 years;Total;2015Q1;411
Brønderslev;Total;71 years;Total;2019Q1;461
Brønderslev;Total;71 years;Total;2022Q1;422
Brønderslev;Total;72 years;Total;2008Q1;295
Brønderslev;Total;72 years;Total;2011Q1;302
Brønderslev;Total;72 years;Total;2015Q1;380
Brønderslev;Total;72 years;Total;2019Q1;467
Brønderslev;Total;72 years;Total;2022Q1;397
Brønderslev;Total;73 years;Total;2008Q1;318
Brønderslev;Total;73 years;Total;2011Q1;288
Brønderslev;Total;73 years;Total;2015Q1;345
Brønderslev;Total;73 years;Total;2019Q1;428
Brønderslev;Total;73 years;Total;2022Q1;433
Brønderslev;Total;74 years;Total;2008Q1;268
Brønderslev;Total;74 years;Total;2011Q1;304
Brønderslev;Total;74 years;Total;2015Q1;305
Brønderslev;Total;74 years;Total;2019Q1;370
Brønderslev;Total;74 years;Total;2022Q1;437
Brønderslev;Total;75 years;Total;2008Q1;280
Brønderslev;Total;75 years;Total;2011Q1;270
Brønderslev;Total;75 years;Total;2015Q1;313
Brønderslev;Total;75 years;Total;2019Q1;382
Brønderslev;Total;75 years;Total;2022Q1;436
Brønderslev;Total;76 years;Total;2008Q1;246
Brønderslev;Total;76 years;Total;2011Q1;284
Brønderslev;Total;76 years;Total;2015Q1;269
Brønderslev;Total;76 years;Total;2019Q1;333
Brønderslev;Total;76 years;Total;2022Q1;397
Brønderslev;Total;77 years;Total;2008Q1;232
Brønderslev;Total;77 years;Total;2011Q1;237
Brønderslev;Total;77 years;Total;2015Q1;257
Brønderslev;Total;77 years;Total;2019Q1;309
Brønderslev;Total;77 years;Total;2022Q1;347
Brønderslev;Total;78 years;Total;2008Q1;228
Brønderslev;Total;78 years;Total;2011Q1;247
Brønderslev;Total;78 years;Total;2015Q1;268
Brønderslev;Total;78 years;Total;2019Q1;264
Brønderslev;Total;78 years;Total;2022Q1;355
Brønderslev;Total;79 years;Total;2008Q1;210
Brønderslev;Total;79 years;Total;2011Q1;212
Brønderslev;Total;79 years;Total;2015Q1;244
Brønderslev;Total;79 years;Total;2019Q1;277
Brønderslev;Total;79 years;Total;2022Q1;301
Brønderslev;Total;80 years;Total;2008Q1;213
Brønderslev;Total;80 years;Total;2011Q1;203
Brønderslev;Total;80 years;Total;2015Q1;241
Brønderslev;Total;80 years;Total;2019Q1;238
Brønderslev;Total;80 years;Total;2022Q1;281
Brønderslev;Total;81 years;Total;2008Q1;198
Brønderslev;Total;81 years;Total;2011Q1;188
Brønderslev;Total;81 years;Total;2015Q1;208
Brønderslev;Total;81 years;Total;2019Q1;217
Brønderslev;Total;81 years;Total;2022Q1;232
Brønderslev;Total;82 years;Total;2008Q1;196
Brønderslev;Total;82 years;Total;2011Q1;180
Brønderslev;Total;82 years;Total;2015Q1;198
Brønderslev;Total;82 years;Total;2019Q1;226
Brønderslev;Total;82 years;Total;2022Q1;245
Brønderslev;Total;83 years;Total;2008Q1;179
Brønderslev;Total;83 years;Total;2011Q1;171
Brønderslev;Total;83 years;Total;2015Q1;157
Brønderslev;Total;83 years;Total;2019Q1;187
Brønderslev;Total;83 years;Total;2022Q1;196
Brønderslev;Total;84 years;Total;2008Q1;138
Brønderslev;Total;84 years;Total;2011Q1;151
Brønderslev;Total;84 years;Total;2015Q1;153
Brønderslev;Total;84 years;Total;2019Q1;200
Brønderslev;Total;84 years;Total;2022Q1;183
Brønderslev;Total;85 years;Total;2008Q1;136
Brønderslev;Total;85 years;Total;2011Q1;164
Brønderslev;Total;85 years;Total;2015Q1;149
Brønderslev;Total;85 years;Total;2019Q1;161
Brønderslev;Total;85 years;Total;2022Q1;187
Brønderslev;Total;86 years;Total;2008Q1;146
Brønderslev;Total;86 years;Total;2011Q1;130
Brønderslev;Total;86 years;Total;2015Q1;125
Brønderslev;Total;86 years;Total;2019Q1;151
Brønderslev;Total;86 years;Total;2022Q1;135
Brønderslev;Total;87 years;Total;2008Q1;107
Brønderslev;Total;87 years;Total;2011Q1;96
Brønderslev;Total;87 years;Total;2015Q1;123
Brønderslev;Total;87 years;Total;2019Q1;108
Brønderslev;Total;87 years;Total;2022Q1;149
Brønderslev;Total;88 years;Total;2008Q1;99
Brønderslev;Total;88 years;Total;2011Q1;86
Brønderslev;Total;88 years;Total;2015Q1;98
Brønderslev;Total;88 years;Total;2019Q1;110
Brønderslev;Total;88 years;Total;2022Q1;118
Brønderslev;Total;89 years;Total;2008Q1;82
Brønderslev;Total;89 years;Total;2011Q1;91
Brønderslev;Total;89 years;Total;2015Q1;103
Brønderslev;Total;89 years;Total;2019Q1;95
Brønderslev;Total;89 years;Total;2022Q1;105
Brønderslev;Total;90 years;Total;2008Q1;56
Brønderslev;Total;90 years;Total;2011Q1;69
Brønderslev;Total;90 years;Total;2015Q1;71
Brønderslev;Total;90 years;Total;2019Q1;76
Brønderslev;Total;90 years;Total;2022Q1;70
Brønderslev;Total;91 years;Total;2008Q1;58
Brønderslev;Total;91 years;Total;2011Q1;52
Brønderslev;Total;91 years;Total;2015Q1;45
Brønderslev;Total;91 years;Total;2019Q1;70
Brønderslev;Total;91 years;Total;2022Q1;71
Brønderslev;Total;92 years;Total;2008Q1;43
Brønderslev;Total;92 years;Total;2011Q1;40
Brønderslev;Total;92 years;Total;2015Q1;48
Brønderslev;Total;92 years;Total;2019Q1;49
Brønderslev;Total;92 years;Total;2022Q1;55
Brønderslev;Total;93 years;Total;2008Q1;37
Brønderslev;Total;93 years;Total;2011Q1;38
Brønderslev;Total;93 years;Total;2015Q1;43
Brønderslev;Total;93 years;Total;2019Q1;51
Brønderslev;Total;93 years;Total;2022Q1;40
Brønderslev;Total;94 years;Total;2008Q1;20
Brønderslev;Total;94 years;Total;2011Q1;24
Brønderslev;Total;94 years;Total;2015Q1;27
Brønderslev;Total;94 years;Total;2019Q1;33
Brønderslev;Total;94 years;Total;2022Q1;39
Brønderslev;Total;95 years;Total;2008Q1;19
Brønderslev;Total;95 years;Total;2011Q1;20
Brønderslev;Total;95 years;Total;2015Q1;29
Brønderslev;Total;95 years;Total;2019Q1;23
Brønderslev;Total;95 years;Total;2022Q1;23
Brønderslev;Total;96 years;Total;2008Q1;10
Brønderslev;Total;96 years;Total;2011Q1;21
Brønderslev;Total;96 years;Total;2015Q1;12
Brønderslev;Total;96 years;Total;2019Q1;23
Brønderslev;Total;96 years;Total;2022Q1;16
Brønderslev;Total;97 years;Total;2008Q1;7
Brønderslev;Total;97 years;Total;2011Q1;5
Brønderslev;Total;97 years;Total;2015Q1;9
Brønderslev;Total;97 years;Total;2019Q1;14
Brønderslev;Total;97 years;Total;2022Q1;14
Brønderslev;Total;98 years;Total;2008Q1;3
Brønderslev;Total;98 years;Total;2011Q1;5
Brønderslev;Total;98 years;Total;2015Q1;8
Brønderslev;Total;98 years;Total;2019Q1;10
Brønderslev;Total;98 years;Total;2022Q1;9
Brønderslev;Total;99 years;Total;2008Q1;3
Brønderslev;Total;99 years;Total;2011Q1;6
Brønderslev;Total;99 years;Total;2015Q1;6
Brønderslev;Total;99 years;Total;2019Q1;5
Brønderslev;Total;99 years;Total;2022Q1;8
Brønderslev;Total;100 years;Total;2008Q1;1
Brønderslev;Total;100 years;Total;2011Q1;4
Brønderslev;Total;100 years;Total;2015Q1;5
Brønderslev;Total;100 years;Total;2019Q1;3
Brønderslev;Total;100 years;Total;2022Q1;2
Brønderslev;Total;101 years;Total;2008Q1;1
Brønderslev;Total;101 years;Total;2011Q1;1
Brønderslev;Total;101 years;Total;2015Q1;1
Brønderslev;Total;101 years;Total;2019Q1;0
Brønderslev;Total;101 years;Total;2022Q1;2
Brønderslev;Total;102 years;Total;2008Q1;0
Brønderslev;Total;102 years;Total;2011Q1;0
Brønderslev;Total;102 years;Total;2015Q1;1
Brønderslev;Total;102 years;Total;2019Q1;1
Brønderslev;Total;102 years;Total;2022Q1;0
Brønderslev;Total;103 years;Total;2008Q1;1
Brønderslev;Total;103 years;Total;2011Q1;0
Brønderslev;Total;103 years;Total;2015Q1;1
Brønderslev;Total;103 years;Total;2019Q1;0
Brønderslev;Total;103 years;Total;2022Q1;0
Brønderslev;Total;104 years;Total;2008Q1;1
Brønderslev;Total;104 years;Total;2011Q1;0
Brønderslev;Total;104 years;Total;2015Q1;1
Brønderslev;Total;104 years;Total;2019Q1;0
Brønderslev;Total;104 years;Total;2022Q1;0
Brønderslev;Total;105 years;Total;2008Q1;0
Brønderslev;Total;105 years;Total;2011Q1;0
Brønderslev;Total;105 years;Total;2015Q1;0
Brønderslev;Total;105 years;Total;2019Q1;0
Brønderslev;Total;105 years;Total;2022Q1;0
Brønderslev;Total;106 years;Total;2008Q1;0
Brønderslev;Total;106 years;Total;2011Q1;0
Brønderslev;Total;106 years;Total;2015Q1;0
Brønderslev;Total;106 years;Total;2019Q1;0
Brønderslev;Total;106 years;Total;2022Q1;0
Brønderslev;Total;107 years;Total;2008Q1;0
Brønderslev;Total;107 years;Total;2011Q1;0
Brønderslev;Total;107 years;Total;2015Q1;0
Brønderslev;Total;107 years;Total;2019Q1;1
Brønderslev;Total;107 years;Total;2022Q1;0
Brønderslev;Total;108 years;Total;2008Q1;0
Brønderslev;Total;108 years;Total;2011Q1;0
Brønderslev;Total;108 years;Total;2015Q1;0
Brønderslev;Total;108 years;Total;2019Q1;0
Brønderslev;Total;108 years;Total;2022Q1;0
Brønderslev;Total;109 years;Total;2008Q1;0
Brønderslev;Total;109 years;Total;2011Q1;0
Brønderslev;Total;109 years;Total;2015Q1;0
Brønderslev;Total;109 years;Total;2019Q1;0
Brønderslev;Total;109 years;Total;2022Q1;0
Brønderslev;Total;110 years;Total;2008Q1;0
Brønderslev;Total;110 years;Total;2011Q1;0
Brønderslev;Total;110 years;Total;2015Q1;0
Brønderslev;Total;110 years;Total;2019Q1;0
Brønderslev;Total;110 years;Total;2022Q1;0
Brønderslev;Total;111 years;Total;2008Q1;0
Brønderslev;Total;111 years;Total;2011Q1;0
Brønderslev;Total;111 years;Total;2015Q1;0
Brønderslev;Total;111 years;Total;2019Q1;0
Brønderslev;Total;111 years;Total;2022Q1;0
Brønderslev;Total;112 years;Total;2008Q1;0
Brønderslev;Total;112 years;Total;2011Q1;0
Brønderslev;Total;112 years;Total;2015Q1;0
Brønderslev;Total;112 years;Total;2019Q1;0
Brønderslev;Total;112 years;Total;2022Q1;0
Brønderslev;Total;113 years;Total;2008Q1;0
Brønderslev;Total;113 years;Total;2011Q1;0
Brønderslev;Total;113 years;Total;2015Q1;0
Brønderslev;Total;113 years;Total;2019Q1;0
Brønderslev;Total;113 years;Total;2022Q1;0
Brønderslev;Total;114 years;Total;2008Q1;0
Brønderslev;Total;114 years;Total;2011Q1;0
Brønderslev;Total;114 years;Total;2015Q1;0
Brønderslev;Total;114 years;Total;2019Q1;0
Brønderslev;Total;114 years;Total;2022Q1;0
Brønderslev;Total;115 years;Total;2008Q1;0
Brønderslev;Total;115 years;Total;2011Q1;0
Brønderslev;Total;115 years;Total;2015Q1;0
Brønderslev;Total;115 years;Total;2019Q1;0
Brønderslev;Total;115 years;Total;2022Q1;0
Brønderslev;Total;116 years;Total;2008Q1;0
Brønderslev;Total;116 years;Total;2011Q1;0
Brønderslev;Total;116 years;Total;2015Q1;0
Brønderslev;Total;116 years;Total;2019Q1;0
Brønderslev;Total;116 years;Total;2022Q1;0
Brønderslev;Total;117 years;Total;2008Q1;0
Brønderslev;Total;117 years;Total;2011Q1;0
Brønderslev;Total;117 years;Total;2015Q1;0
Brønderslev;Total;117 years;Total;2019Q1;0
Brønderslev;Total;117 years;Total;2022Q1;0
Brønderslev;Total;118 years;Total;2008Q1;0
Brønderslev;Total;118 years;Total;2011Q1;0
Brønderslev;Total;118 years;Total;2015Q1;0
Brønderslev;Total;118 years;Total;2019Q1;0
Brønderslev;Total;118 years;Total;2022Q1;0
Brønderslev;Total;119 years;Total;2008Q1;0
Brønderslev;Total;119 years;Total;2011Q1;0
Brønderslev;Total;119 years;Total;2015Q1;0
Brønderslev;Total;119 years;Total;2019Q1;0
Brønderslev;Total;119 years;Total;2022Q1;0
Brønderslev;Total;120 years;Total;2008Q1;0
Brønderslev;Total;120 years;Total;2011Q1;0
Brønderslev;Total;120 years;Total;2015Q1;0
Brønderslev;Total;120 years;Total;2019Q1;0
Brønderslev;Total;120 years;Total;2022Q1;0
Brønderslev;Total;121 years;Total;2008Q1;0
Brønderslev;Total;121 years;Total;2011Q1;0
Brønderslev;Total;121 years;Total;2015Q1;0
Brønderslev;Total;121 years;Total;2019Q1;0
Brønderslev;Total;121 years;Total;2022Q1;0
Brønderslev;Total;122 years;Total;2008Q1;0
Brønderslev;Total;122 years;Total;2011Q1;0
Brønderslev;Total;122 years;Total;2015Q1;0
Brønderslev;Total;122 years;Total;2019Q1;0
Brønderslev;Total;122 years;Total;2022Q1;0
Brønderslev;Total;123 years;Total;2008Q1;0
Brønderslev;Total;123 years;Total;2011Q1;0
Brønderslev;Total;123 years;Total;2015Q1;0
Brønderslev;Total;123 years;Total;2019Q1;0
Brønderslev;Total;123 years;Total;2022Q1;0
Brønderslev;Total;124 years;Total;2008Q1;0
Brønderslev;Total;124 years;Total;2011Q1;0
Brønderslev;Total;124 years;Total;2015Q1;0
Brønderslev;Total;124 years;Total;2019Q1;0
Brønderslev;Total;124 years;Total;2022Q1;0
Brønderslev;Total;125 years;Total;2008Q1;0
Brønderslev;Total;125 years;Total;2011Q1;0
Brønderslev;Total;125 years;Total;2015Q1;0
Brønderslev;Total;125 years;Total;2019Q1;0
Brønderslev;Total;125 years;Total;2022Q1;0
Frederikshavn;Total;65 years;Total;2008Q1;854
Frederikshavn;Total;65 years;Total;2011Q1;1008
Frederikshavn;Total;65 years;Total;2015Q1;925
Frederikshavn;Total;65 years;Total;2019Q1;894
Frederikshavn;Total;65 years;Total;2022Q1;869
Frederikshavn;Total;66 years;Total;2008Q1;785
Frederikshavn;Total;66 years;Total;2011Q1;1005
Frederikshavn;Total;66 years;Total;2015Q1;903
Frederikshavn;Total;66 years;Total;2019Q1;809
Frederikshavn;Total;66 years;Total;2022Q1;893
Frederikshavn;Total;67 years;Total;2008Q1;687
Frederikshavn;Total;67 years;Total;2011Q1;917
Frederikshavn;Total;67 years;Total;2015Q1;971
Frederikshavn;Total;67 years;Total;2019Q1;780
Frederikshavn;Total;67 years;Total;2022Q1;871
Frederikshavn;Total;68 years;Total;2008Q1;676
Frederikshavn;Total;68 years;Total;2011Q1;808
Frederikshavn;Total;68 years;Total;2015Q1;1001
Frederikshavn;Total;68 years;Total;2019Q1;856
Frederikshavn;Total;68 years;Total;2022Q1;869
Frederikshavn;Total;69 years;Total;2008Q1;690
Frederikshavn;Total;69 years;Total;2011Q1;749
Frederikshavn;Total;69 years;Total;2015Q1;956
Frederikshavn;Total;69 years;Total;2019Q1;888
Frederikshavn;Total;69 years;Total;2022Q1;794
Frederikshavn;Total;70 years;Total;2008Q1;607
Frederikshavn;Total;70 years;Total;2011Q1;649
Frederikshavn;Total;70 years;Total;2015Q1;963
Frederikshavn;Total;70 years;Total;2019Q1;861
Frederikshavn;Total;70 years;Total;2022Q1;751
Frederikshavn;Total;71 years;Total;2008Q1;628
Frederikshavn;Total;71 years;Total;2011Q1;630
Frederikshavn;Total;71 years;Total;2015Q1;865
Frederikshavn;Total;71 years;Total;2019Q1;919
Frederikshavn;Total;71 years;Total;2022Q1;828
Frederikshavn;Total;72 years;Total;2008Q1;566
Frederikshavn;Total;72 years;Total;2011Q1;643
Frederikshavn;Total;72 years;Total;2015Q1;760
Frederikshavn;Total;72 years;Total;2019Q1;964
Frederikshavn;Total;72 years;Total;2022Q1;843
Frederikshavn;Total;73 years;Total;2008Q1;576
Frederikshavn;Total;73 years;Total;2011Q1;571
Frederikshavn;Total;73 years;Total;2015Q1;699
Frederikshavn;Total;73 years;Total;2019Q1;906
Frederikshavn;Total;73 years;Total;2022Q1;793
Frederikshavn;Total;74 years;Total;2008Q1;521
Frederikshavn;Total;74 years;Total;2011Q1;580
Frederikshavn;Total;74 years;Total;2015Q1;593
Frederikshavn;Total;74 years;Total;2019Q1;892
Frederikshavn;Total;74 years;Total;2022Q1;870
Frederikshavn;Total;75 years;Total;2008Q1;497
Frederikshavn;Total;75 years;Total;2011Q1;516
Frederikshavn;Total;75 years;Total;2015Q1;572
Frederikshavn;Total;75 years;Total;2019Q1;797
Frederikshavn;Total;75 years;Total;2022Q1;893
Frederikshavn;Total;76 years;Total;2008Q1;446
Frederikshavn;Total;76 years;Total;2011Q1;506
Frederikshavn;Total;76 years;Total;2015Q1;580
Frederikshavn;Total;76 years;Total;2019Q1;709
Frederikshavn;Total;76 years;Total;2022Q1;818
Frederikshavn;Total;77 years;Total;2008Q1;458
Frederikshavn;Total;77 years;Total;2011Q1;483
Frederikshavn;Total;77 years;Total;2015Q1;514
Frederikshavn;Total;77 years;Total;2019Q1;625
Frederikshavn;Total;77 years;Total;2022Q1;824
Frederikshavn;Total;78 years;Total;2008Q1;394
Frederikshavn;Total;78 years;Total;2011Q1;440
Frederikshavn;Total;78 years;Total;2015Q1;499
Frederikshavn;Total;78 years;Total;2019Q1;529
Frederikshavn;Total;78 years;Total;2022Q1;716
Frederikshavn;Total;79 years;Total;2008Q1;401
Frederikshavn;Total;79 years;Total;2011Q1;385
Frederikshavn;Total;79 years;Total;2015Q1;435
Frederikshavn;Total;79 years;Total;2019Q1;513
Frederikshavn;Total;79 years;Total;2022Q1;632
Frederikshavn;Total;80 years;Total;2008Q1;375
Frederikshavn;Total;80 years;Total;2011Q1;387
Frederikshavn;Total;80 years;Total;2015Q1;418
Frederikshavn;Total;80 years;Total;2019Q1;504
Frederikshavn;Total;80 years;Total;2022Q1;551
Frederikshavn;Total;81 years;Total;2008Q1;366
Frederikshavn;Total;81 years;Total;2011Q1;335
Frederikshavn;Total;81 years;Total;2015Q1;392
Frederikshavn;Total;81 years;Total;2019Q1;441
Frederikshavn;Total;81 years;Total;2022Q1;451
Frederikshavn;Total;82 years;Total;2008Q1;292
Frederikshavn;Total;82 years;Total;2011Q1;348
Frederikshavn;Total;82 years;Total;2015Q1;331
Frederikshavn;Total;82 years;Total;2019Q1;403
Frederikshavn;Total;82 years;Total;2022Q1;448
Frederikshavn;Total;83 years;Total;2008Q1;302
Frederikshavn;Total;83 years;Total;2011Q1;304
Frederikshavn;Total;83 years;Total;2015Q1;311
Frederikshavn;Total;83 years;Total;2019Q1;355
Frederikshavn;Total;83 years;Total;2022Q1;427
Frederikshavn;Total;84 years;Total;2008Q1;258
Frederikshavn;Total;84 years;Total;2011Q1;301
Frederikshavn;Total;84 years;Total;2015Q1;283
Frederikshavn;Total;84 years;Total;2019Q1;317
Frederikshavn;Total;84 years;Total;2022Q1;368
Frederikshavn;Total;85 years;Total;2008Q1;221
Frederikshavn;Total;85 years;Total;2011Q1;229
Frederikshavn;Total;85 years;Total;2015Q1;240
Frederikshavn;Total;85 years;Total;2019Q1;285
Frederikshavn;Total;85 years;Total;2022Q1;327
Frederikshavn;Total;86 years;Total;2008Q1;239
Frederikshavn;Total;86 years;Total;2011Q1;211
Frederikshavn;Total;86 years;Total;2015Q1;248
Frederikshavn;Total;86 years;Total;2019Q1;234
Frederikshavn;Total;86 years;Total;2022Q1;287
Frederikshavn;Total;87 years;Total;2008Q1;188
Frederikshavn;Total;87 years;Total;2011Q1;191
Frederikshavn;Total;87 years;Total;2015Q1;200
Frederikshavn;Total;87 years;Total;2019Q1;217
Frederikshavn;Total;87 years;Total;2022Q1;230
Frederikshavn;Total;88 years;Total;2008Q1;150
Frederikshavn;Total;88 years;Total;2011Q1;159
Frederikshavn;Total;88 years;Total;2015Q1;201
Frederikshavn;Total;88 years;Total;2019Q1;197
Frederikshavn;Total;88 years;Total;2022Q1;208
Frederikshavn;Total;89 years;Total;2008Q1;127
Frederikshavn;Total;89 years;Total;2011Q1;161
Frederikshavn;Total;89 years;Total;2015Q1;145
Frederikshavn;Total;89 years;Total;2019Q1;155
Frederikshavn;Total;89 years;Total;2022Q1;161
Frederikshavn;Total;90 years;Total;2008Q1;114
Frederikshavn;Total;90 years;Total;2011Q1;122
Frederikshavn;Total;90 years;Total;2015Q1;111
Frederikshavn;Total;90 years;Total;2019Q1;139
Frederikshavn;Total;90 years;Total;2022Q1;150
Frederikshavn;Total;91 years;Total;2008Q1;100
Frederikshavn;Total;91 years;Total;2011Q1;89
Frederikshavn;Total;91 years;Total;2015Q1;116
Frederikshavn;Total;91 years;Total;2019Q1;106
Frederikshavn;Total;91 years;Total;2022Q1;123
Frederikshavn;Total;92 years;Total;2008Q1;60
Frederikshavn;Total;92 years;Total;2011Q1;70
Frederikshavn;Total;92 years;Total;2015Q1;76
Frederikshavn;Total;92 years;Total;2019Q1;108
Frederikshavn;Total;92 years;Total;2022Q1;87
Frederikshavn;Total;93 years;Total;2008Q1;52
Frederikshavn;Total;93 years;Total;2011Q1;65
Frederikshavn;Total;93 years;Total;2015Q1;92
Frederikshavn;Total;93 years;Total;2019Q1;75
Frederikshavn;Total;93 years;Total;2022Q1;77
Frederikshavn;Total;94 years;Total;2008Q1;44
Frederikshavn;Total;94 years;Total;2011Q1;56
Frederikshavn;Total;94 years;Total;2015Q1;45
Frederikshavn;Total;94 years;Total;2019Q1;48
Frederikshavn;Total;94 years;Total;2022Q1;58
Frederikshavn;Total;95 years;Total;2008Q1;20
Frederikshavn;Total;95 years;Total;2011Q1;34
Frederikshavn;Total;95 years;Total;2015Q1;36
Frederikshavn;Total;95 years;Total;2019Q1;47
Frederikshavn;Total;95 years;Total;2022Q1;49
Frederikshavn;Total;96 years;Total;2008Q1;17
Frederikshavn;Total;96 years;Total;2011Q1;21
Frederikshavn;Total;96 years;Total;2015Q1;22
Frederikshavn;Total;96 years;Total;2019Q1;24
Frederikshavn;Total;96 years;Total;2022Q1;35
Frederikshavn;Total;97 years;Total;2008Q1;8
Frederikshavn;Total;97 years;Total;2011Q1;18
Frederikshavn;Total;97 years;Total;2015Q1;18
Frederikshavn;Total;97 years;Total;2019Q1;31
Frederikshavn;Total;97 years;Total;2022Q1;21
Frederikshavn;Total;98 years;Total;2008Q1;13
Frederikshavn;Total;98 years;Total;2011Q1;7
Frederikshavn;Total;98 years;Total;2015Q1;14
Frederikshavn;Total;98 years;Total;2019Q1;11
Frederikshavn;Total;98 years;Total;2022Q1;16
Frederikshavn;Total;99 years;Total;2008Q1;4
Frederikshavn;Total;99 years;Total;2011Q1;7
Frederikshavn;Total;99 years;Total;2015Q1;9
Frederikshavn;Total;99 years;Total;2019Q1;8
Frederikshavn;Total;99 years;Total;2022Q1;11
Frederikshavn;Total;100 years;Total;2008Q1;7
Frederikshavn;Total;100 years;Total;2011Q1;3
Frederikshavn;Total;100 years;Total;2015Q1;2
Frederikshavn;Total;100 years;Total;2019Q1;8
Frederikshavn;Total;100 years;Total;2022Q1;8
Frederikshavn;Total;101 years;Total;2008Q1;0
Frederikshavn;Total;101 years;Total;2011Q1;4
Frederikshavn;Total;101 years;Total;2015Q1;6
Frederikshavn;Total;101 years;Total;2019Q1;4
Frederikshavn;Total;101 years;Total;2022Q1;6
Frederikshavn;Total;102 years;Total;2008Q1;1
Frederikshavn;Total;102 years;Total;2011Q1;0
Frederikshavn;Total;102 years;Total;2015Q1;2
Frederikshavn;Total;102 years;Total;2019Q1;1
Frederikshavn;Total;102 years;Total;2022Q1;2
Frederikshavn;Total;103 years;Total;2008Q1;0
Frederikshavn;Total;103 years;Total;2011Q1;2
Frederikshavn;Total;103 years;Total;2015Q1;1
Frederikshavn;Total;103 years;Total;2019Q1;1
Frederikshavn;Total;103 years;Total;2022Q1;2
Frederikshavn;Total;104 years;Total;2008Q1;0
Frederikshavn;Total;104 years;Total;2011Q1;0
Frederikshavn;Total;104 years;Total;2015Q1;1
Frederikshavn;Total;104 years;Total;2019Q1;0
Frederikshavn;Total;104 years;Total;2022Q1;0
Frederikshavn;Total;105 years;Total;2008Q1;0
Frederikshavn;Total;105 years;Total;2011Q1;0
Frederikshavn;Total;105 years;Total;2015Q1;2
Frederikshavn;Total;105 years;Total;2019Q1;1
Frederikshavn;Total;105 years;Total;2022Q1;0
Frederikshavn;Total;106 years;Total;2008Q1;0
Frederikshavn;Total;106 years;Total;2011Q1;0
Frederikshavn;Total;106 years;Total;2015Q1;0
Frederikshavn;Total;106 years;Total;2019Q1;0
Frederikshavn;Total;106 years;Total;2022Q1;1
Frederikshavn;Total;107 years;Total;2008Q1;0
Frederikshavn;Total;107 years;Total;2011Q1;0
Frederikshavn;Total;107 years;Total;2015Q1;0
Frederikshavn;Total;107 years;Total;2019Q1;0
Frederikshavn;Total;107 years;Total;2022Q1;0
Frederikshavn;Total;108 years;Total;2008Q1;0
Frederikshavn;Total;108 years;Total;2011Q1;0
Frederikshavn;Total;108 years;Total;2015Q1;0
Frederikshavn;Total;108 years;Total;2019Q1;0
Frederikshavn;Total;108 years;Total;2022Q1;0
Frederikshavn;Total;109 years;Total;2008Q1;0
Frederikshavn;Total;109 years;Total;2011Q1;0
Frederikshavn;Total;109 years;Total;2015Q1;0
Frederikshavn;Total;109 years;Total;2019Q1;0
Frederikshavn;Total;109 years;Total;2022Q1;0
Frederikshavn;Total;110 years;Total;2008Q1;0
Frederikshavn;Total;110 years;Total;2011Q1;0
Frederikshavn;Total;110 years;Total;2015Q1;0
Frederikshavn;Total;110 years;Total;2019Q1;0
Frederikshavn;Total;110 years;Total;2022Q1;0
Frederikshavn;Total;111 years;Total;2008Q1;0
Frederikshavn;Total;111 years;Total;2011Q1;0
Frederikshavn;Total;111 years;Total;2015Q1;0
Frederikshavn;Total;111 years;Total;2019Q1;0
Frederikshavn;Total;111 years;Total;2022Q1;0
Frederikshavn;Total;112 years;Total;2008Q1;0
Frederikshavn;Total;112 years;Total;2011Q1;0
Frederikshavn;Total;112 years;Total;2015Q1;0
Frederikshavn;Total;112 years;Total;2019Q1;0
Frederikshavn;Total;112 years;Total;2022Q1;0
Frederikshavn;Total;113 years;Total;2008Q1;0
Frederikshavn;Total;113 years;Total;2011Q1;0
