OMRÅDE;YDELSESTYPE;KØN;ALDER;TID;INDHOLD
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;135
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;139
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;124
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;117
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;107
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;124
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;177
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;133
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;116
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;129
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;103
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;60
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;51
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;48
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;49
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;51
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;59
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;50
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;43
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;49
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;50
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;58
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;50
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;43
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;29
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;45
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;45
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;44
Odsherred;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;49
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;143
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;108
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;101
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;96
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;96
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;84
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;67
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;84
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;112
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;107
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;93
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;97
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;116
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;91
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;96
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;112
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;133
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;162
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;134
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;147
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;158
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;166
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;161
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;196
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;224
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;231
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;262
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;261
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;181
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;171
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;169
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;180
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;209
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;193
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;170
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;148
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;188
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;167
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;151
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;152
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;161
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;153
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;143
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;140
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;122
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;107
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;90
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;91
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;94
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;87
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;76
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;80
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;92
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;127
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;90
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;84
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;115
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;82
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;40
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;39
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;41
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;66
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;69
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;60
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;63
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;57
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;57
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;56
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;52
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;47
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;46
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;54
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;61
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;50
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;44
Ringsted;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;47
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;392
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;405
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;306
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;288
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;227
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;133
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;123
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;146
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;168
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;175
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;177
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;200
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;233
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;235
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;253
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;266
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;290
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;366
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;306
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;344
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;388
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;386
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;314
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;337
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;424
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;508
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;529
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;600
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;674
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;626
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;601
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;612
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;689
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;681
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;559
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;511
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;567
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;524
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;424
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;438
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;414
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;406
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;374
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;370
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;401
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;392
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;316
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;333
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;355
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;343
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;314
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;300
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;302
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;466
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;372
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;335
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;384
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;309
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;213
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;185
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;195
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;216
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;227
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;226
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;224
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;209
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;200
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;208
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;224
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;184
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;175
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;195
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;208
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;167
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;150
Slagelse;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;166
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;99
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;73
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;59
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;46
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;55
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;49
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;43
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;46
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;52
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;48
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;38
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;48
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;57
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;59
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;85
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;74
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;93
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;104
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;93
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;103
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;114
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;122
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;119
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;135
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;173
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;174
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;181
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;189
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;181
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;137
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;111
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;126
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;128
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;117
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;95
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;99
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;117
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;92
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;72
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;72
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;89
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;93
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;74
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;75
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;91
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;86
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;77
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;76
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;69
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;67
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;68
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;59
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;79
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;159
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;89
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;70
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;97
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;77
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;47
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;37
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;35
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;46
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;54
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;66
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;61
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;52
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;42
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;37
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;41
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;38
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;33
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;38
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;38
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;30
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;28
Sorø;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;30
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;67
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;52
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;40
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;34
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;30
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;23
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;22
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;32
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;42
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;35
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;36
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;49
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;65
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;55
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;44
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;53
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;87
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;89
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;72
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;72
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;84
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;90
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;95
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;96
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;116
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;134
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;142
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;120
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;131
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;114
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;100
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;90
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;114
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;116
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;109
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;107
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;105
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;92
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;86
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;84
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;77
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;78
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;82
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;88
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;92
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;88
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;91
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;89
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;88
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;73
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;51
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;52
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;45
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;86
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;54
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;39
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;57
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;34
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;25
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;27
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;28
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;38
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;43
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;47
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;61
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;69
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;58
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;54
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;70
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;53
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;51
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;60
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;71
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;65
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;54
Stevns;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;66
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;281
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;228
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;213
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;197
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;204
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;148
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;118
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;115
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;133
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;108
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;101
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;100
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;106
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;98
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;92
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;79
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;103
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;98
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;93
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;93
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;119
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;114
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;107
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;118
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;144
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;164
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;173
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;182
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;187
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;200
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;205
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;201
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;233
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;207
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;207
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;233
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;212
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;191
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;192
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;211
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;249
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;225
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;203
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;195
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;245
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;223
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;205
