OMRÅDE;KØN;ALDER;TID;INDHOLD
Glostrup;Total;Age, total;2024M02;23669
Glostrup;Total;Age, total;2024M03;23640
Glostrup;Total;Age, total;2024M04;23666
Glostrup;Total;Age, total;2024M05;23744
Glostrup;Total;Age, total;2024M06;23870
Glostrup;Total;Age, total;2024M07;23899
Glostrup;Total;Age, total;2024M08;24075
Glostrup;Total;Age, total;2024M09;24270
Glostrup;Total;Age, total;2024M10;24434
Glostrup;Total;Age, total;2024M11;24648
Glostrup;Total;Age, total;2024M12;24792
Glostrup;Total;Age, total;2025M01;24869
Glostrup;Total;Age, total;2025M02;24881
Glostrup;Total;Age, total;2025M03;25006
Glostrup;Total;Age, total;2025M04;25335
Glostrup;Total;Age, total;2025M05;25551
Glostrup;Total;Age, total;2025M06;25644
Glostrup;Total;Age, total;2025M07;25673
Glostrup;Total;Age, total;2025M08;25671
Glostrup;Total;Age, total;2025M09;25730
Glostrup;Total;Age, total;2025M10;25820
Glostrup;Total;Age, total;2025M11;25838
Glostrup;Total;Age, total;2025M12;25856
Glostrup;Total;Age, total;2026M01;25834
Glostrup;Total;Age, total;2026M02;25869
Herlev;Total;Age, total;2021M10;28868
Herlev;Total;Age, total;2021M11;28872
Herlev;Total;Age, total;2021M12;28861
Herlev;Total;Age, total;2022M01;28867
Herlev;Total;Age, total;2022M02;28849
Herlev;Total;Age, total;2022M03;28845
Herlev;Total;Age, total;2022M04;28807
Herlev;Total;Age, total;2022M05;28848
Herlev;Total;Age, total;2022M06;28855
Herlev;Total;Age, total;2022M07;28864
Herlev;Total;Age, total;2022M08;28920
Herlev;Total;Age, total;2022M09;28938
Herlev;Total;Age, total;2022M10;29027
Herlev;Total;Age, total;2022M11;29115
Herlev;Total;Age, total;2022M12;29164
Herlev;Total;Age, total;2023M01;29215
Herlev;Total;Age, total;2023M02;29323
Herlev;Total;Age, total;2023M03;29344
Herlev;Total;Age, total;2023M04;29332
Herlev;Total;Age, total;2023M05;29327
Herlev;Total;Age, total;2023M06;29346
Herlev;Total;Age, total;2023M07;29318
Herlev;Total;Age, total;2023M08;29310
Herlev;Total;Age, total;2023M09;29459
Herlev;Total;Age, total;2023M10;29533
Herlev;Total;Age, total;2023M11;29688
Herlev;Total;Age, total;2023M12;29814
Herlev;Total;Age, total;2024M01;29876
Herlev;Total;Age, total;2024M02;29982
Herlev;Total;Age, total;2024M03;30040
Herlev;Total;Age, total;2024M04;30037
Herlev;Total;Age, total;2024M05;30071
Herlev;Total;Age, total;2024M06;30114
Herlev;Total;Age, total;2024M07;30177
Herlev;Total;Age, total;2024M08;30208
Herlev;Total;Age, total;2024M09;30288
Herlev;Total;Age, total;2024M10;30378
Herlev;Total;Age, total;2024M11;30498
Herlev;Total;Age, total;2024M12;30573
Herlev;Total;Age, total;2025M01;30784
Herlev;Total;Age, total;2025M02;30859
Herlev;Total;Age, total;2025M03;30865
Herlev;Total;Age, total;2025M04;31145
Herlev;Total;Age, total;2025M05;31246
Herlev;Total;Age, total;2025M06;31239
Herlev;Total;Age, total;2025M07;31535
Herlev;Total;Age, total;2025M08;31662
Herlev;Total;Age, total;2025M09;31817
Herlev;Total;Age, total;2025M10;31856
Herlev;Total;Age, total;2025M11;31956
Herlev;Total;Age, total;2025M12;31982
Herlev;Total;Age, total;2026M01;32030
Herlev;Total;Age, total;2026M02;32119
Hvidovre;Total;Age, total;2021M10;53277
Hvidovre;Total;Age, total;2021M11;53277
Hvidovre;Total;Age, total;2021M12;53292
Hvidovre;Total;Age, total;2022M01;53267
Hvidovre;Total;Age, total;2022M02;53216
Hvidovre;Total;Age, total;2022M03;53209
Hvidovre;Total;Age, total;2022M04;53223
Hvidovre;Total;Age, total;2022M05;53247
Hvidovre;Total;Age, total;2022M06;53328
Hvidovre;Total;Age, total;2022M07;53324
Hvidovre;Total;Age, total;2022M08;53289
Hvidovre;Total;Age, total;2022M09;53359
Hvidovre;Total;Age, total;2022M10;53474
Hvidovre;Total;Age, total;2022M11;53524
Hvidovre;Total;Age, total;2022M12;53490
Hvidovre;Total;Age, total;2023M01;53443
Hvidovre;Total;Age, total;2023M02;53495
Hvidovre;Total;Age, total;2023M03;53500
Hvidovre;Total;Age, total;2023M04;53549
Hvidovre;Total;Age, total;2023M05;53577
Hvidovre;Total;Age, total;2023M06;53628
Hvidovre;Total;Age, total;2023M07;53625
Hvidovre;Total;Age, total;2023M08;53696
Hvidovre;Total;Age, total;2023M09;53760
Hvidovre;Total;Age, total;2023M10;53773
Hvidovre;Total;Age, total;2023M11;53766
Hvidovre;Total;Age, total;2023M12;53737
Hvidovre;Total;Age, total;2024M01;53760
Hvidovre;Total;Age, total;2024M02;53776
Hvidovre;Total;Age, total;2024M03;53785
Hvidovre;Total;Age, total;2024M04;53785
Hvidovre;Total;Age, total;2024M05;53817
Hvidovre;Total;Age, total;2024M06;53814
Hvidovre;Total;Age, total;2024M07;53803
Hvidovre;Total;Age, total;2024M08;53838
Hvidovre;Total;Age, total;2024M09;53823
Hvidovre;Total;Age, total;2024M10;53759
Hvidovre;Total;Age, total;2024M11;53846
Hvidovre;Total;Age, total;2024M12;53805
Hvidovre;Total;Age, total;2025M01;53760
Hvidovre;Total;Age, total;2025M02;53721
Hvidovre;Total;Age, total;2025M03;53775
Hvidovre;Total;Age, total;2025M04;53757
Hvidovre;Total;Age, total;2025M05;53821
Hvidovre;Total;Age, total;2025M06;53938
Hvidovre;Total;Age, total;2025M07;53973
Hvidovre;Total;Age, total;2025M08;54007
Hvidovre;Total;Age, total;2025M09;54066
Hvidovre;Total;Age, total;2025M10;54155
Hvidovre;Total;Age, total;2025M11;54250
Hvidovre;Total;Age, total;2025M12;54306
Hvidovre;Total;Age, total;2026M01;54228
Hvidovre;Total;Age, total;2026M02;54210
Høje-Taastrup;Total;Age, total;2021M10;52702
Høje-Taastrup;Total;Age, total;2021M11;52795
Høje-Taastrup;Total;Age, total;2021M12;52936
Høje-Taastrup;Total;Age, total;2022M01;53053
Høje-Taastrup;Total;Age, total;2022M02;53129
Høje-Taastrup;Total;Age, total;2022M03;53370
Høje-Taastrup;Total;Age, total;2022M04;53538
Høje-Taastrup;Total;Age, total;2022M05;53658
Høje-Taastrup;Total;Age, total;2022M06;53971
Høje-Taastrup;Total;Age, total;2022M07;54192
Høje-Taastrup;Total;Age, total;2022M08;54418
Høje-Taastrup;Total;Age, total;2022M09;54515
Høje-Taastrup;Total;Age, total;2022M10;54648
Høje-Taastrup;Total;Age, total;2022M11;54835
Høje-Taastrup;Total;Age, total;2022M12;55076
Høje-Taastrup;Total;Age, total;2023M01;55258
Høje-Taastrup;Total;Age, total;2023M02;55604
Høje-Taastrup;Total;Age, total;2023M03;55737
Høje-Taastrup;Total;Age, total;2023M04;55895
Høje-Taastrup;Total;Age, total;2023M05;56058
Høje-Taastrup;Total;Age, total;2023M06;56143
Høje-Taastrup;Total;Age, total;2023M07;56300
Høje-Taastrup;Total;Age, total;2023M08;56563
Høje-Taastrup;Total;Age, total;2023M09;56773
Høje-Taastrup;Total;Age, total;2023M10;57079
Høje-Taastrup;Total;Age, total;2023M11;57273
Høje-Taastrup;Total;Age, total;2023M12;57404
Høje-Taastrup;Total;Age, total;2024M01;57540
Høje-Taastrup;Total;Age, total;2024M02;57584
Høje-Taastrup;Total;Age, total;2024M03;57801
Høje-Taastrup;Total;Age, total;2024M04;57941
Høje-Taastrup;Total;Age, total;2024M05;58185
Høje-Taastrup;Total;Age, total;2024M06;58344
Høje-Taastrup;Total;Age, total;2024M07;58465
Høje-Taastrup;Total;Age, total;2024M08;58582
Høje-Taastrup;Total;Age, total;2024M09;58816
Høje-Taastrup;Total;Age, total;2024M10;59005
Høje-Taastrup;Total;Age, total;2024M11;58998
Høje-Taastrup;Total;Age, total;2024M12;59128
Høje-Taastrup;Total;Age, total;2025M01;59059
Høje-Taastrup;Total;Age, total;2025M02;59083
Høje-Taastrup;Total;Age, total;2025M03;59252
Høje-Taastrup;Total;Age, total;2025M04;59356
Høje-Taastrup;Total;Age, total;2025M05;59453
Høje-Taastrup;Total;Age, total;2025M06;59509
Høje-Taastrup;Total;Age, total;2025M07;59626
Høje-Taastrup;Total;Age, total;2025M08;59766
Høje-Taastrup;Total;Age, total;2025M09;59898
Høje-Taastrup;Total;Age, total;2025M10;60100
Høje-Taastrup;Total;Age, total;2025M11;60301
Høje-Taastrup;Total;Age, total;2025M12;60371
Høje-Taastrup;Total;Age, total;2026M01;60458
Høje-Taastrup;Total;Age, total;2026M02;60531
Ishøj;Total;Age, total;2021M10;23131
Ishøj;Total;Age, total;2021M11;23180
Ishøj;Total;Age, total;2021M12;23194
Ishøj;Total;Age, total;2022M01;23225
Ishøj;Total;Age, total;2022M02;23262
Ishøj;Total;Age, total;2022M03;23303
Ishøj;Total;Age, total;2022M04;23293
Ishøj;Total;Age, total;2022M05;23310
Ishøj;Total;Age, total;2022M06;23248
Ishøj;Total;Age, total;2022M07;23317
Ishøj;Total;Age, total;2022M08;23374
Ishøj;Total;Age, total;2022M09;23434
Ishøj;Total;Age, total;2022M10;23487
Ishøj;Total;Age, total;2022M11;23451
Ishøj;Total;Age, total;2022M12;23421
Ishøj;Total;Age, total;2023M01;23457
Ishøj;Total;Age, total;2023M02;23547
Ishøj;Total;Age, total;2023M03;23604
Ishøj;Total;Age, total;2023M04;23653
Ishøj;Total;Age, total;2023M05;23667
Ishøj;Total;Age, total;2023M06;23677
Ishøj;Total;Age, total;2023M07;23643
Ishøj;Total;Age, total;2023M08;23624
Ishøj;Total;Age, total;2023M09;23631
Ishøj;Total;Age, total;2023M10;23650
Ishøj;Total;Age, total;2023M11;23681
Ishøj;Total;Age, total;2023M12;23660
Ishøj;Total;Age, total;2024M01;23663
Ishøj;Total;Age, total;2024M02;23689
Ishøj;Total;Age, total;2024M03;23752
Ishøj;Total;Age, total;2024M04;23727
Ishøj;Total;Age, total;2024M05;23748
Ishøj;Total;Age, total;2024M06;23772
Ishøj;Total;Age, total;2024M07;23791
Ishøj;Total;Age, total;2024M08;24013
Ishøj;Total;Age, total;2024M09;24098
Ishøj;Total;Age, total;2024M10;24169
Ishøj;Total;Age, total;2024M11;24270
Ishøj;Total;Age, total;2024M12;24336
Ishøj;Total;Age, total;2025M01;24365
Ishøj;Total;Age, total;2025M02;24401
Ishøj;Total;Age, total;2025M03;24409
Ishøj;Total;Age, total;2025M04;24406
Ishøj;Total;Age, total;2025M05;24390
Ishøj;Total;Age, total;2025M06;24391
Ishøj;Total;Age, total;2025M07;24384
Ishøj;Total;Age, total;2025M08;24453
Ishøj;Total;Age, total;2025M09;24496
Ishøj;Total;Age, total;2025M10;24541
Ishøj;Total;Age, total;2025M11;24631
Ishøj;Total;Age, total;2025M12;24703
Ishøj;Total;Age, total;2026M01;24685
Ishøj;Total;Age, total;2026M02;24757
Lyngby-Taarbæk;Total;Age, total;2021M10;57834
Lyngby-Taarbæk;Total;Age, total;2021M11;57886
Lyngby-Taarbæk;Total;Age, total;2021M12;57885
Lyngby-Taarbæk;Total;Age, total;2022M01;57826
Lyngby-Taarbæk;Total;Age, total;2022M02;57817
Lyngby-Taarbæk;Total;Age, total;2022M03;58016
Lyngby-Taarbæk;Total;Age, total;2022M04;58017
Lyngby-Taarbæk;Total;Age, total;2022M05;58198
Lyngby-Taarbæk;Total;Age, total;2022M06;58116
Lyngby-Taarbæk;Total;Age, total;2022M07;58075
Lyngby-Taarbæk;Total;Age, total;2022M08;57838
Lyngby-Taarbæk;Total;Age, total;2022M09;58209
Lyngby-Taarbæk;Total;Age, total;2022M10;58457
Lyngby-Taarbæk;Total;Age, total;2022M11;58472
Lyngby-Taarbæk;Total;Age, total;2022M12;58503
Lyngby-Taarbæk;Total;Age, total;2023M01;58434
Lyngby-Taarbæk;Total;Age, total;2023M02;58426
Lyngby-Taarbæk;Total;Age, total;2023M03;58474
Lyngby-Taarbæk;Total;Age, total;2023M04;58480
Lyngby-Taarbæk;Total;Age, total;2023M05;58493
Lyngby-Taarbæk;Total;Age, total;2023M06;58435
Lyngby-Taarbæk;Total;Age, total;2023M07;58365
Lyngby-Taarbæk;Total;Age, total;2023M08;58146
Lyngby-Taarbæk;Total;Age, total;2023M09;58666
Lyngby-Taarbæk;Total;Age, total;2023M10;58752
Lyngby-Taarbæk;Total;Age, total;2023M11;58765
Lyngby-Taarbæk;Total;Age, total;2023M12;58673
Lyngby-Taarbæk;Total;Age, total;2024M01;58538
Lyngby-Taarbæk;Total;Age, total;2024M02;58603
Lyngby-Taarbæk;Total;Age, total;2024M03;58677
Lyngby-Taarbæk;Total;Age, total;2024M04;58593
Lyngby-Taarbæk;Total;Age, total;2024M05;58607
Lyngby-Taarbæk;Total;Age, total;2024M06;58622
Lyngby-Taarbæk;Total;Age, total;2024M07;58530
Lyngby-Taarbæk;Total;Age, total;2024M08;58340
Lyngby-Taarbæk;Total;Age, total;2024M09;58634
Lyngby-Taarbæk;Total;Age, total;2024M10;58938
Lyngby-Taarbæk;Total;Age, total;2024M11;58987
Lyngby-Taarbæk;Total;Age, total;2024M12;58914
Lyngby-Taarbæk;Total;Age, total;2025M01;58713
Lyngby-Taarbæk;Total;Age, total;2025M02;58744
Lyngby-Taarbæk;Total;Age, total;2025M03;58838
Lyngby-Taarbæk;Total;Age, total;2025M04;58665
Lyngby-Taarbæk;Total;Age, total;2025M05;58649
Lyngby-Taarbæk;Total;Age, total;2025M06;58582
Lyngby-Taarbæk;Total;Age, total;2025M07;58406
Lyngby-Taarbæk;Total;Age, total;2025M08;58119
Lyngby-Taarbæk;Total;Age, total;2025M09;58306
Lyngby-Taarbæk;Total;Age, total;2025M10;58674
Lyngby-Taarbæk;Total;Age, total;2025M11;58782
Lyngby-Taarbæk;Total;Age, total;2025M12;58835
Lyngby-Taarbæk;Total;Age, total;2026M01;58614
Lyngby-Taarbæk;Total;Age, total;2026M02;58711
Rødovre;Total;Age, total;2021M10;41219
Rødovre;Total;Age, total;2021M11;41246
Rødovre;Total;Age, total;2021M12;41360
Rødovre;Total;Age, total;2022M01;41382
Rødovre;Total;Age, total;2022M02;41449
Rødovre;Total;Age, total;2022M03;41468
Rødovre;Total;Age, total;2022M04;41478
Rødovre;Total;Age, total;2022M05;41463
Rødovre;Total;Age, total;2022M06;41520
Rødovre;Total;Age, total;2022M07;41649
Rødovre;Total;Age, total;2022M08;41799
Rødovre;Total;Age, total;2022M09;42220
Rødovre;Total;Age, total;2022M10;42408
Rødovre;Total;Age, total;2022M11;42495
Rødovre;Total;Age, total;2022M12;42517
Rødovre;Total;Age, total;2023M01;42563
Rødovre;Total;Age, total;2023M02;42783
Rødovre;Total;Age, total;2023M03;42903
Rødovre;Total;Age, total;2023M04;43107
Rødovre;Total;Age, total;2023M05;43299
Rødovre;Total;Age, total;2023M06;43391
Rødovre;Total;Age, total;2023M07;43594
Rødovre;Total;Age, total;2023M08;43679
Rødovre;Total;Age, total;2023M09;43795
Rødovre;Total;Age, total;2023M10;43925
Rødovre;Total;Age, total;2023M11;44053
Rødovre;Total;Age, total;2023M12;44228
Rødovre;Total;Age, total;2024M01;44328
Rødovre;Total;Age, total;2024M02;44360
Rødovre;Total;Age, total;2024M03;44445
Rødovre;Total;Age, total;2024M04;44512
Rødovre;Total;Age, total;2024M05;44504
Rødovre;Total;Age, total;2024M06;44541
Rødovre;Total;Age, total;2024M07;44637
Rødovre;Total;Age, total;2024M08;44620
Rødovre;Total;Age, total;2024M09;44613
Rødovre;Total;Age, total;2024M10;44646
Rødovre;Total;Age, total;2024M11;44671
Rødovre;Total;Age, total;2024M12;44690
Rødovre;Total;Age, total;2025M01;44734
Rødovre;Total;Age, total;2025M02;44732
Rødovre;Total;Age, total;2025M03;44805
Rødovre;Total;Age, total;2025M04;44897
Rødovre;Total;Age, total;2025M05;44952
Rødovre;Total;Age, total;2025M06;44978
Rødovre;Total;Age, total;2025M07;44999
Rødovre;Total;Age, total;2025M08;45055
Rødovre;Total;Age, total;2025M09;45033
Rødovre;Total;Age, total;2025M10;45074
Rødovre;Total;Age, total;2025M11;45096
Rødovre;Total;Age, total;2025M12;45153
Rødovre;Total;Age, total;2026M01;45138
Rødovre;Total;Age, total;2026M02;45108
Vallensbæk;Total;Age, total;2021M10;16501
Vallensbæk;Total;Age, total;2021M11;16532
Vallensbæk;Total;Age, total;2021M12;16483
Vallensbæk;Total;Age, total;2022M01;16488
Vallensbæk;Total;Age, total;2022M02;16511
Vallensbæk;Total;Age, total;2022M03;16511
Vallensbæk;Total;Age, total;2022M04;16521
Vallensbæk;Total;Age, total;2022M05;16588
Vallensbæk;Total;Age, total;2022M06;16625
Vallensbæk;Total;Age, total;2022M07;16668
Vallensbæk;Total;Age, total;2022M08;16722
Vallensbæk;Total;Age, total;2022M09;16797
Vallensbæk;Total;Age, total;2022M10;16855
Vallensbæk;Total;Age, total;2022M11;16856
Vallensbæk;Total;Age, total;2022M12;16891
Vallensbæk;Total;Age, total;2023M01;17031
Vallensbæk;Total;Age, total;2023M02;17134
Vallensbæk;Total;Age, total;2023M03;17175
Vallensbæk;Total;Age, total;2023M04;17200
Vallensbæk;Total;Age, total;2023M05;17212
Vallensbæk;Total;Age, total;2023M06;17363
Vallensbæk;Total;Age, total;2023M07;17500
Vallensbæk;Total;Age, total;2023M08;17593
Vallensbæk;Total;Age, total;2023M09;17661
Vallensbæk;Total;Age, total;2023M10;17750
Vallensbæk;Total;Age, total;2023M11;17801
Vallensbæk;Total;Age, total;2023M12;17805
Vallensbæk;Total;Age, total;2024M01;17800
Vallensbæk;Total;Age, total;2024M02;17801
Vallensbæk;Total;Age, total;2024M03;17850
Vallensbæk;Total;Age, total;2024M04;17884
Vallensbæk;Total;Age, total;2024M05;17912
Vallensbæk;Total;Age, total;2024M06;17884
Vallensbæk;Total;Age, total;2024M07;17960
Vallensbæk;Total;Age, total;2024M08;18024
Vallensbæk;Total;Age, total;2024M09;18048
Vallensbæk;Total;Age, total;2024M10;18155
Vallensbæk;Total;Age, total;2024M11;18217
Vallensbæk;Total;Age, total;2024M12;18244
Vallensbæk;Total;Age, total;2025M01;18322
Vallensbæk;Total;Age, total;2025M02;18383
Vallensbæk;Total;Age, total;2025M03;18439
Vallensbæk;Total;Age, total;2025M04;18406
Vallensbæk;Total;Age, total;2025M05;18449
Vallensbæk;Total;Age, total;2025M06;18464
Vallensbæk;Total;Age, total;2025M07;18522
Vallensbæk;Total;Age, total;2025M08;18553
Vallensbæk;Total;Age, total;2025M09;18580
Vallensbæk;Total;Age, total;2025M10;18579
Vallensbæk;Total;Age, total;2025M11;18630
Vallensbæk;Total;Age, total;2025M12;18640
Vallensbæk;Total;Age, total;2026M01;18689
Vallensbæk;Total;Age, total;2026M02;18710
Allerød;Total;Age, total;2021M10;25882
Allerød;Total;Age, total;2021M11;25884
Allerød;Total;Age, total;2021M12;25853
Allerød;Total;Age, total;2022M01;25867
Allerød;Total;Age, total;2022M02;25829
Allerød;Total;Age, total;2022M03;25864
Allerød;Total;Age, total;2022M04;25876
Allerød;Total;Age, total;2022M05;25930
Allerød;Total;Age, total;2022M06;25967
Allerød;Total;Age, total;2022M07;26008
Allerød;Total;Age, total;2022M08;26059
Allerød;Total;Age, total;2022M09;26038
Allerød;Total;Age, total;2022M10;26039
Allerød;Total;Age, total;2022M11;26063
Allerød;Total;Age, total;2022M12;26049
Allerød;Total;Age, total;2023M01;26061
Allerød;Total;Age, total;2023M02;26035
Allerød;Total;Age, total;2023M03;26039
Allerød;Total;Age, total;2023M04;26016
Allerød;Total;Age, total;2023M05;25982
Allerød;Total;Age, total;2023M06;26029
Allerød;Total;Age, total;2023M07;26006
Allerød;Total;Age, total;2023M08;25999
Allerød;Total;Age, total;2023M09;25989
Allerød;Total;Age, total;2023M10;25955
Allerød;Total;Age, total;2023M11;25996
Allerød;Total;Age, total;2023M12;25982
Allerød;Total;Age, total;2024M01;25962
Allerød;Total;Age, total;2024M02;25967
Allerød;Total;Age, total;2024M03;25971
Allerød;Total;Age, total;2024M04;25977
Allerød;Total;Age, total;2024M05;26006
Allerød;Total;Age, total;2024M06;25965
Allerød;Total;Age, total;2024M07;25977
Allerød;Total;Age, total;2024M08;26003
Allerød;Total;Age, total;2024M09;25964
Allerød;Total;Age, total;2024M10;26046
Allerød;Total;Age, total;2024M11;26118
Allerød;Total;Age, total;2024M12;26143
Allerød;Total;Age, total;2025M01;26128
