OMRÅDE;KØN;ALDER;TID;INDHOLD
Faaborg-Midtfyn;Total;Age, total;2021M10;51788
Faaborg-Midtfyn;Total;Age, total;2021M11;51824
Faaborg-Midtfyn;Total;Age, total;2021M12;51849
Faaborg-Midtfyn;Total;Age, total;2022M01;51849
Faaborg-Midtfyn;Total;Age, total;2022M02;51853
Faaborg-Midtfyn;Total;Age, total;2022M03;51914
Faaborg-Midtfyn;Total;Age, total;2022M04;51928
Faaborg-Midtfyn;Total;Age, total;2022M05;51981
Faaborg-Midtfyn;Total;Age, total;2022M06;52026
Faaborg-Midtfyn;Total;Age, total;2022M07;52101
Faaborg-Midtfyn;Total;Age, total;2022M08;52165
Faaborg-Midtfyn;Total;Age, total;2022M09;52141
Faaborg-Midtfyn;Total;Age, total;2022M10;52139
Faaborg-Midtfyn;Total;Age, total;2022M11;52193
Faaborg-Midtfyn;Total;Age, total;2022M12;52185
Faaborg-Midtfyn;Total;Age, total;2023M01;52253
Faaborg-Midtfyn;Total;Age, total;2023M02;52219
Faaborg-Midtfyn;Total;Age, total;2023M03;52191
Faaborg-Midtfyn;Total;Age, total;2023M04;52181
Faaborg-Midtfyn;Total;Age, total;2023M05;52222
Faaborg-Midtfyn;Total;Age, total;2023M06;52186
Faaborg-Midtfyn;Total;Age, total;2023M07;52239
Faaborg-Midtfyn;Total;Age, total;2023M08;52217
Faaborg-Midtfyn;Total;Age, total;2023M09;52213
Faaborg-Midtfyn;Total;Age, total;2023M10;52266
Faaborg-Midtfyn;Total;Age, total;2023M11;52258
Faaborg-Midtfyn;Total;Age, total;2023M12;52289
Faaborg-Midtfyn;Total;Age, total;2024M01;52291
Faaborg-Midtfyn;Total;Age, total;2024M02;52268
Faaborg-Midtfyn;Total;Age, total;2024M03;52252
Faaborg-Midtfyn;Total;Age, total;2024M04;52271
Faaborg-Midtfyn;Total;Age, total;2024M05;52289
Faaborg-Midtfyn;Total;Age, total;2024M06;52262
Faaborg-Midtfyn;Total;Age, total;2024M07;52282
Faaborg-Midtfyn;Total;Age, total;2024M08;52324
Faaborg-Midtfyn;Total;Age, total;2024M09;52289
Faaborg-Midtfyn;Total;Age, total;2024M10;52317
Faaborg-Midtfyn;Total;Age, total;2024M11;52303
Faaborg-Midtfyn;Total;Age, total;2024M12;52311
Faaborg-Midtfyn;Total;Age, total;2025M01;52284
Faaborg-Midtfyn;Total;Age, total;2025M02;52273
Faaborg-Midtfyn;Total;Age, total;2025M03;52287
Faaborg-Midtfyn;Total;Age, total;2025M04;52284
Faaborg-Midtfyn;Total;Age, total;2025M05;52296
Faaborg-Midtfyn;Total;Age, total;2025M06;52271
Faaborg-Midtfyn;Total;Age, total;2025M07;52299
Faaborg-Midtfyn;Total;Age, total;2025M08;52342
Faaborg-Midtfyn;Total;Age, total;2025M09;52298
Faaborg-Midtfyn;Total;Age, total;2025M10;52318
Faaborg-Midtfyn;Total;Age, total;2025M11;52287
Faaborg-Midtfyn;Total;Age, total;2025M12;52322
Faaborg-Midtfyn;Total;Age, total;2026M01;52328
Faaborg-Midtfyn;Total;Age, total;2026M02;52328
Kerteminde;Total;Age, total;2021M10;24006
Kerteminde;Total;Age, total;2021M11;24017
Kerteminde;Total;Age, total;2021M12;24038
Kerteminde;Total;Age, total;2022M01;24034
Kerteminde;Total;Age, total;2022M02;24039
Kerteminde;Total;Age, total;2022M03;24012
Kerteminde;Total;Age, total;2022M04;24040
Kerteminde;Total;Age, total;2022M05;24042
Kerteminde;Total;Age, total;2022M06;24068
Kerteminde;Total;Age, total;2022M07;24051
Kerteminde;Total;Age, total;2022M08;24037
Kerteminde;Total;Age, total;2022M09;24043
Kerteminde;Total;Age, total;2022M10;24064
Kerteminde;Total;Age, total;2022M11;24032
Kerteminde;Total;Age, total;2022M12;24001
Kerteminde;Total;Age, total;2023M01;23991
Kerteminde;Total;Age, total;2023M02;23979
Kerteminde;Total;Age, total;2023M03;24002
Kerteminde;Total;Age, total;2023M04;24021
Kerteminde;Total;Age, total;2023M05;24010
Kerteminde;Total;Age, total;2023M06;23977
Kerteminde;Total;Age, total;2023M07;23949
Kerteminde;Total;Age, total;2023M08;23973
Kerteminde;Total;Age, total;2023M09;23918
Kerteminde;Total;Age, total;2023M10;23891
Kerteminde;Total;Age, total;2023M11;23915
Kerteminde;Total;Age, total;2023M12;23904
Kerteminde;Total;Age, total;2024M01;23894
Kerteminde;Total;Age, total;2024M02;23910
Kerteminde;Total;Age, total;2024M03;23911
Kerteminde;Total;Age, total;2024M04;23903
Kerteminde;Total;Age, total;2024M05;23894
Kerteminde;Total;Age, total;2024M06;23925
Kerteminde;Total;Age, total;2024M07;23955
Kerteminde;Total;Age, total;2024M08;23967
Kerteminde;Total;Age, total;2024M09;23930
Kerteminde;Total;Age, total;2024M10;23927
Kerteminde;Total;Age, total;2024M11;23914
Kerteminde;Total;Age, total;2024M12;23938
Kerteminde;Total;Age, total;2025M01;23949
Kerteminde;Total;Age, total;2025M02;24010
Kerteminde;Total;Age, total;2025M03;24039
Kerteminde;Total;Age, total;2025M04;24067
Kerteminde;Total;Age, total;2025M05;24118
Kerteminde;Total;Age, total;2025M06;24130
Kerteminde;Total;Age, total;2025M07;24184
Kerteminde;Total;Age, total;2025M08;24224
Kerteminde;Total;Age, total;2025M09;24207
Kerteminde;Total;Age, total;2025M10;24208
Kerteminde;Total;Age, total;2025M11;24211
Kerteminde;Total;Age, total;2025M12;24278
Kerteminde;Total;Age, total;2026M01;24299
Kerteminde;Total;Age, total;2026M02;24255
Langeland;Total;Age, total;2021M10;12320
Langeland;Total;Age, total;2021M11;12335
Langeland;Total;Age, total;2021M12;12333
Langeland;Total;Age, total;2022M01;12316
Langeland;Total;Age, total;2022M02;12337
Langeland;Total;Age, total;2022M03;12309
Langeland;Total;Age, total;2022M04;12308
Langeland;Total;Age, total;2022M05;12340
Langeland;Total;Age, total;2022M06;12382
Langeland;Total;Age, total;2022M07;12421
Langeland;Total;Age, total;2022M08;12424
Langeland;Total;Age, total;2022M09;12410
Langeland;Total;Age, total;2022M10;12394
Langeland;Total;Age, total;2022M11;12400
Langeland;Total;Age, total;2022M12;12398
Langeland;Total;Age, total;2023M01;12384
Langeland;Total;Age, total;2023M02;12392
Langeland;Total;Age, total;2023M03;12357
Langeland;Total;Age, total;2023M04;12359
Langeland;Total;Age, total;2023M05;12334
Langeland;Total;Age, total;2023M06;12349
Langeland;Total;Age, total;2023M07;12358
Langeland;Total;Age, total;2023M08;12354
Langeland;Total;Age, total;2023M09;12332
Langeland;Total;Age, total;2023M10;12290
Langeland;Total;Age, total;2023M11;12303
Langeland;Total;Age, total;2023M12;12280
Langeland;Total;Age, total;2024M01;12260
Langeland;Total;Age, total;2024M02;12237
Langeland;Total;Age, total;2024M03;12214
Langeland;Total;Age, total;2024M04;12176
Langeland;Total;Age, total;2024M05;12176
Langeland;Total;Age, total;2024M06;12161
Langeland;Total;Age, total;2024M07;12147
Langeland;Total;Age, total;2024M08;12127
Langeland;Total;Age, total;2024M09;12125
Langeland;Total;Age, total;2024M10;12088
Langeland;Total;Age, total;2024M11;12025
Langeland;Total;Age, total;2024M12;11995
Langeland;Total;Age, total;2025M01;11973
Langeland;Total;Age, total;2025M02;11958
Langeland;Total;Age, total;2025M03;11938
Langeland;Total;Age, total;2025M04;11930
Langeland;Total;Age, total;2025M05;11928
Langeland;Total;Age, total;2025M06;11925
Langeland;Total;Age, total;2025M07;11946
Langeland;Total;Age, total;2025M08;11929
Langeland;Total;Age, total;2025M09;11864
Langeland;Total;Age, total;2025M10;11883
Langeland;Total;Age, total;2025M11;11860
Langeland;Total;Age, total;2025M12;11857
Langeland;Total;Age, total;2026M01;11841
Langeland;Total;Age, total;2026M02;11810
Middelfart;Total;Age, total;2021M10;39520
Middelfart;Total;Age, total;2021M11;39525
Middelfart;Total;Age, total;2021M12;39596
Middelfart;Total;Age, total;2022M01;39603
Middelfart;Total;Age, total;2022M02;39632
Middelfart;Total;Age, total;2022M03;39651
Middelfart;Total;Age, total;2022M04;39677
Middelfart;Total;Age, total;2022M05;39776
Middelfart;Total;Age, total;2022M06;39916
Middelfart;Total;Age, total;2022M07;39938
Middelfart;Total;Age, total;2022M08;40046
Middelfart;Total;Age, total;2022M09;40021
Middelfart;Total;Age, total;2022M10;39992
Middelfart;Total;Age, total;2022M11;39976
Middelfart;Total;Age, total;2022M12;39996
Middelfart;Total;Age, total;2023M01;39961
Middelfart;Total;Age, total;2023M02;40027
Middelfart;Total;Age, total;2023M03;40071
Middelfart;Total;Age, total;2023M04;40071
Middelfart;Total;Age, total;2023M05;40078
Middelfart;Total;Age, total;2023M06;40098
Middelfart;Total;Age, total;2023M07;40136
Middelfart;Total;Age, total;2023M08;40135
Middelfart;Total;Age, total;2023M09;40077
Middelfart;Total;Age, total;2023M10;40056
Middelfart;Total;Age, total;2023M11;40108
Middelfart;Total;Age, total;2023M12;40133
Middelfart;Total;Age, total;2024M01;40158
Middelfart;Total;Age, total;2024M02;40202
Middelfart;Total;Age, total;2024M03;40205
Middelfart;Total;Age, total;2024M04;40231
Middelfart;Total;Age, total;2024M05;40238
Middelfart;Total;Age, total;2024M06;40312
Middelfart;Total;Age, total;2024M07;40351
Middelfart;Total;Age, total;2024M08;40414
Middelfart;Total;Age, total;2024M09;40372
Middelfart;Total;Age, total;2024M10;40331
Middelfart;Total;Age, total;2024M11;40344
Middelfart;Total;Age, total;2024M12;40352
Middelfart;Total;Age, total;2025M01;40318
Middelfart;Total;Age, total;2025M02;40333
Middelfart;Total;Age, total;2025M03;40365
Middelfart;Total;Age, total;2025M04;40347
Middelfart;Total;Age, total;2025M05;40379
Middelfart;Total;Age, total;2025M06;40396
Middelfart;Total;Age, total;2025M07;40410
Middelfart;Total;Age, total;2025M08;40493
Middelfart;Total;Age, total;2025M09;40474
Middelfart;Total;Age, total;2025M10;40502
Middelfart;Total;Age, total;2025M11;40539
Middelfart;Total;Age, total;2025M12;40615
Middelfart;Total;Age, total;2026M01;40625
Middelfart;Total;Age, total;2026M02;40616
Nordfyns;Total;Age, total;2021M10;29664
Nordfyns;Total;Age, total;2021M11;29709
Nordfyns;Total;Age, total;2021M12;29738
Nordfyns;Total;Age, total;2022M01;29714
Nordfyns;Total;Age, total;2022M02;29711
Nordfyns;Total;Age, total;2022M03;29745
Nordfyns;Total;Age, total;2022M04;29796
Nordfyns;Total;Age, total;2022M05;29877
Nordfyns;Total;Age, total;2022M06;29914
Nordfyns;Total;Age, total;2022M07;29915
Nordfyns;Total;Age, total;2022M08;29870
Nordfyns;Total;Age, total;2022M09;29850
Nordfyns;Total;Age, total;2022M10;29821
Nordfyns;Total;Age, total;2022M11;29801
Nordfyns;Total;Age, total;2022M12;29806
Nordfyns;Total;Age, total;2023M01;29726
Nordfyns;Total;Age, total;2023M02;29716
Nordfyns;Total;Age, total;2023M03;29673
Nordfyns;Total;Age, total;2023M04;29683
Nordfyns;Total;Age, total;2023M05;29702
Nordfyns;Total;Age, total;2023M06;29677
Nordfyns;Total;Age, total;2023M07;29696
Nordfyns;Total;Age, total;2023M08;29680
Nordfyns;Total;Age, total;2023M09;29683
Nordfyns;Total;Age, total;2023M10;29666
Nordfyns;Total;Age, total;2023M11;29661
Nordfyns;Total;Age, total;2023M12;29652
Nordfyns;Total;Age, total;2024M01;29610
Nordfyns;Total;Age, total;2024M02;29583
Nordfyns;Total;Age, total;2024M03;29562
Nordfyns;Total;Age, total;2024M04;29552
Nordfyns;Total;Age, total;2024M05;29610
Nordfyns;Total;Age, total;2024M06;29600
Nordfyns;Total;Age, total;2024M07;29592
Nordfyns;Total;Age, total;2024M08;29567
Nordfyns;Total;Age, total;2024M09;29456
Nordfyns;Total;Age, total;2024M10;29442
Nordfyns;Total;Age, total;2024M11;29378
Nordfyns;Total;Age, total;2024M12;29392
Nordfyns;Total;Age, total;2025M01;29342
Nordfyns;Total;Age, total;2025M02;29299
Nordfyns;Total;Age, total;2025M03;29284
Nordfyns;Total;Age, total;2025M04;29291
Nordfyns;Total;Age, total;2025M05;29252
Nordfyns;Total;Age, total;2025M06;29217
Nordfyns;Total;Age, total;2025M07;29218
Nordfyns;Total;Age, total;2025M08;29229
Nordfyns;Total;Age, total;2025M09;29209
Nordfyns;Total;Age, total;2025M10;29193
Nordfyns;Total;Age, total;2025M11;29208
Nordfyns;Total;Age, total;2025M12;29200
Nordfyns;Total;Age, total;2026M01;29179
Nordfyns;Total;Age, total;2026M02;29167
Nyborg;Total;Age, total;2021M10;32055
Nyborg;Total;Age, total;2021M11;32060
Nyborg;Total;Age, total;2021M12;32088
Nyborg;Total;Age, total;2022M01;32098
Nyborg;Total;Age, total;2022M02;32132
Nyborg;Total;Age, total;2022M03;32081
Nyborg;Total;Age, total;2022M04;32054
Nyborg;Total;Age, total;2022M05;32068
Nyborg;Total;Age, total;2022M06;32177
Nyborg;Total;Age, total;2022M07;32228
Nyborg;Total;Age, total;2022M08;32244
Nyborg;Total;Age, total;2022M09;32173
Nyborg;Total;Age, total;2022M10;32149
Nyborg;Total;Age, total;2022M11;32200
Nyborg;Total;Age, total;2022M12;32261
Nyborg;Total;Age, total;2023M01;32262
Nyborg;Total;Age, total;2023M02;32255
Nyborg;Total;Age, total;2023M03;32291
Nyborg;Total;Age, total;2023M04;32294
Nyborg;Total;Age, total;2023M05;32300
Nyborg;Total;Age, total;2023M06;32298
Nyborg;Total;Age, total;2023M07;32291
Nyborg;Total;Age, total;2023M08;32271
Nyborg;Total;Age, total;2023M09;32299
Nyborg;Total;Age, total;2023M10;32270
Nyborg;Total;Age, total;2023M11;32227
Nyborg;Total;Age, total;2023M12;32201
Nyborg;Total;Age, total;2024M01;32193
Nyborg;Total;Age, total;2024M02;32194
Nyborg;Total;Age, total;2024M03;32178
Nyborg;Total;Age, total;2024M04;32178
Nyborg;Total;Age, total;2024M05;32178
Nyborg;Total;Age, total;2024M06;32212
Nyborg;Total;Age, total;2024M07;32214
Nyborg;Total;Age, total;2024M08;32291
Nyborg;Total;Age, total;2024M09;32333
Nyborg;Total;Age, total;2024M10;32332
Nyborg;Total;Age, total;2024M11;32353
Nyborg;Total;Age, total;2024M12;32377
Nyborg;Total;Age, total;2025M01;32329
Nyborg;Total;Age, total;2025M02;32325
Nyborg;Total;Age, total;2025M03;32334
Nyborg;Total;Age, total;2025M04;32312
Nyborg;Total;Age, total;2025M05;32323
Nyborg;Total;Age, total;2025M06;32313
Nyborg;Total;Age, total;2025M07;32306
Nyborg;Total;Age, total;2025M08;32338
Nyborg;Total;Age, total;2025M09;32374
Nyborg;Total;Age, total;2025M10;32383
Nyborg;Total;Age, total;2025M11;32366
Nyborg;Total;Age, total;2025M12;32361
Nyborg;Total;Age, total;2026M01;32401
Nyborg;Total;Age, total;2026M02;32385
Odense;Total;Age, total;2021M10;205905
Odense;Total;Age, total;2021M11;206073
Odense;Total;Age, total;2021M12;206057
Odense;Total;Age, total;2022M01;205978
Odense;Total;Age, total;2022M02;205872
Odense;Total;Age, total;2022M03;206094
Odense;Total;Age, total;2022M04;206144
Odense;Total;Age, total;2022M05;206416
Odense;Total;Age, total;2022M06;206776
Odense;Total;Age, total;2022M07;206785
Odense;Total;Age, total;2022M08;206581
Odense;Total;Age, total;2022M09;206995
Odense;Total;Age, total;2022M10;207782
Odense;Total;Age, total;2022M11;207863
Odense;Total;Age, total;2022M12;207886
Odense;Total;Age, total;2023M01;207762
Odense;Total;Age, total;2023M02;207730
Odense;Total;Age, total;2023M03;207789
Odense;Total;Age, total;2023M04;207864
Odense;Total;Age, total;2023M05;207836
Odense;Total;Age, total;2023M06;207757
Odense;Total;Age, total;2023M07;207688
Odense;Total;Age, total;2023M08;207680
Odense;Total;Age, total;2023M09;208237
Odense;Total;Age, total;2023M10;208876
Odense;Total;Age, total;2023M11;209077
Odense;Total;Age, total;2023M12;209083
Odense;Total;Age, total;2024M01;209078
Odense;Total;Age, total;2024M02;209099
Odense;Total;Age, total;2024M03;209352
Odense;Total;Age, total;2024M04;209383
Odense;Total;Age, total;2024M05;209438
Odense;Total;Age, total;2024M06;209676
Odense;Total;Age, total;2024M07;209690
Odense;Total;Age, total;2024M08;209519
Odense;Total;Age, total;2024M09;210257
Odense;Total;Age, total;2024M10;210838
Odense;Total;Age, total;2024M11;210883
Odense;Total;Age, total;2024M12;210833
Odense;Total;Age, total;2025M01;210803
Odense;Total;Age, total;2025M02;210839
Odense;Total;Age, total;2025M03;211035
Odense;Total;Age, total;2025M04;211157
Odense;Total;Age, total;2025M05;211109
Odense;Total;Age, total;2025M06;211229
Odense;Total;Age, total;2025M07;211314
Odense;Total;Age, total;2025M08;211346
Odense;Total;Age, total;2025M09;211941
Odense;Total;Age, total;2025M10;212703
Odense;Total;Age, total;2025M11;212958
Odense;Total;Age, total;2025M12;213081
Odense;Total;Age, total;2026M01;213168
Odense;Total;Age, total;2026M02;213287
Svendborg;Total;Age, total;2021M10;59096
Svendborg;Total;Age, total;2021M11;59155
Svendborg;Total;Age, total;2021M12;59178
Svendborg;Total;Age, total;2022M01;59193
Svendborg;Total;Age, total;2022M02;59208
Svendborg;Total;Age, total;2022M03;59224
Svendborg;Total;Age, total;2022M04;59233
Svendborg;Total;Age, total;2022M05;59324
Svendborg;Total;Age, total;2022M06;59488
Svendborg;Total;Age, total;2022M07;59563
Svendborg;Total;Age, total;2022M08;59636
Svendborg;Total;Age, total;2022M09;59744
Svendborg;Total;Age, total;2022M10;59742
Svendborg;Total;Age, total;2022M11;59770
Svendborg;Total;Age, total;2022M12;59745
Svendborg;Total;Age, total;2023M01;59735
Svendborg;Total;Age, total;2023M02;59732
Svendborg;Total;Age, total;2023M03;59755
Svendborg;Total;Age, total;2023M04;59748
Svendborg;Total;Age, total;2023M05;59722
Svendborg;Total;Age, total;2023M06;59703
Svendborg;Total;Age, total;2023M07;59688
Svendborg;Total;Age, total;2023M08;59696
Svendborg;Total;Age, total;2023M09;59746
Svendborg;Total;Age, total;2023M10;59769
Svendborg;Total;Age, total;2023M11;59731
Svendborg;Total;Age, total;2023M12;59744
Svendborg;Total;Age, total;2024M01;59727
Svendborg;Total;Age, total;2024M02;59720
Svendborg;Total;Age, total;2024M03;59766
Svendborg;Total;Age, total;2024M04;59774
Svendborg;Total;Age, total;2024M05;59782
Svendborg;Total;Age, total;2024M06;59804
Svendborg;Total;Age, total;2024M07;59835
Svendborg;Total;Age, total;2024M08;59774
Svendborg;Total;Age, total;2024M09;59840
Svendborg;Total;Age, total;2024M10;59856
Svendborg;Total;Age, total;2024M11;59913
Svendborg;Total;Age, total;2024M12;59909
Svendborg;Total;Age, total;2025M01;60001
Svendborg;Total;Age, total;2025M02;59992
Svendborg;Total;Age, total;2025M03;59971
Svendborg;Total;Age, total;2025M04;59957
Svendborg;Total;Age, total;2025M05;59909
Svendborg;Total;Age, total;2025M06;59932
Svendborg;Total;Age, total;2025M07;59971
Svendborg;Total;Age, total;2025M08;59987
Svendborg;Total;Age, total;2025M09;60068
Svendborg;Total;Age, total;2025M10;60030
Svendborg;Total;Age, total;2025M11;60055
Svendborg;Total;Age, total;2025M12;60037
Svendborg;Total;Age, total;2026M01;60027
Svendborg;Total;Age, total;2026M02;60083
Ærø;Total;Age, total;2021M10;6012
Ærø;Total;Age, total;2021M11;6016
Ærø;Total;Age, total;2021M12;6028
Ærø;Total;Age, total;2022M01;6025
Ærø;Total;Age, total;2022M02;6023
Ærø;Total;Age, total;2022M03;6025
Ærø;Total;Age, total;2022M04;6029
Ærø;Total;Age, total;2022M05;6046
Ærø;Total;Age, total;2022M06;6079
Ærø;Total;Age, total;2022M07;6084
Ærø;Total;Age, total;2022M08;6069
Ærø;Total;Age, total;2022M09;6040
Ærø;Total;Age, total;2022M10;6019
Ærø;Total;Age, total;2022M11;6011
Ærø;Total;Age, total;2022M12;6018
Ærø;Total;Age, total;2023M01;6008
Ærø;Total;Age, total;2023M02;6014
Ærø;Total;Age, total;2023M03;6002
Ærø;Total;Age, total;2023M04;6005
Ærø;Total;Age, total;2023M05;6009
Ærø;Total;Age, total;2023M06;6002
Ærø;Total;Age, total;2023M07;6002
Ærø;Total;Age, total;2023M08;5986
Ærø;Total;Age, total;2023M09;5987
Ærø;Total;Age, total;2023M10;6000
Ærø;Total;Age, total;2023M11;5995
Ærø;Total;Age, total;2023M12;5975
Ærø;Total;Age, total;2024M01;5960
Ærø;Total;Age, total;2024M02;5953
Ærø;Total;Age, total;2024M03;5946
Ærø;Total;Age, total;2024M04;5947
Ærø;Total;Age, total;2024M05;5937
Ærø;Total;Age, total;2024M06;5932
Ærø;Total;Age, total;2024M07;5919
Ærø;Total;Age, total;2024M08;5913
Ærø;Total;Age, total;2024M09;5928
Ærø;Total;Age, total;2024M10;5924
Ærø;Total;Age, total;2024M11;5915
Ærø;Total;Age, total;2024M12;5906
Ærø;Total;Age, total;2025M01;5881
Ærø;Total;Age, total;2025M02;5882
Ærø;Total;Age, total;2025M03;5871
Ærø;Total;Age, total;2025M04;5858
Ærø;Total;Age, total;2025M05;5855
Ærø;Total;Age, total;2025M06;5854
Ærø;Total;Age, total;2025M07;5825
Ærø;Total;Age, total;2025M08;5794
Ærø;Total;Age, total;2025M09;5781
Ærø;Total;Age, total;2025M10;5770
Ærø;Total;Age, total;2025M11;5762
Ærø;Total;Age, total;2025M12;5754
Ærø;Total;Age, total;2026M01;5766
Ærø;Total;Age, total;2026M02;5770
Billund;Total;Age, total;2021M10;26581
Billund;Total;Age, total;2021M11;26639
Billund;Total;Age, total;2021M12;26625
Billund;Total;Age, total;2022M01;26631
Billund;Total;Age, total;2022M02;26693
Billund;Total;Age, total;2022M03;26724
Billund;Total;Age, total;2022M04;26753
Billund;Total;Age, total;2022M05;26833
Billund;Total;Age, total;2022M06;26899
Billund;Total;Age, total;2022M07;26961
Billund;Total;Age, total;2022M08;26999
Billund;Total;Age, total;2022M09;26976
Billund;Total;Age, total;2022M10;26961
Billund;Total;Age, total;2022M11;27030
Billund;Total;Age, total;2022M12;27028
Billund;Total;Age, total;2023M01;27021
Billund;Total;Age, total;2023M02;26996
Billund;Total;Age, total;2023M03;27049
Billund;Total;Age, total;2023M04;27038
Billund;Total;Age, total;2023M05;27049
Billund;Total;Age, total;2023M06;27082
Billund;Total;Age, total;2023M07;27097
Billund;Total;Age, total;2023M08;27151
Billund;Total;Age, total;2023M09;27120
Billund;Total;Age, total;2023M10;27098
Billund;Total;Age, total;2023M11;27147
Billund;Total;Age, total;2023M12;27160
Billund;Total;Age, total;2024M01;27119
Billund;Total;Age, total;2024M02;27117
Billund;Total;Age, total;2024M03;27135
Billund;Total;Age, total;2024M04;27164
Billund;Total;Age, total;2024M05;27153
Billund;Total;Age, total;2024M06;27162
Billund;Total;Age, total;2024M07;27179
Billund;Total;Age, total;2024M08;27175
Billund;Total;Age, total;2024M09;27111
Billund;Total;Age, total;2024M10;27121
Billund;Total;Age, total;2024M11;27146
Billund;Total;Age, total;2024M12;27152
Billund;Total;Age, total;2025M01;27168
Billund;Total;Age, total;2025M02;27167
Billund;Total;Age, total;2025M03;27193
Billund;Total;Age, total;2025M04;27192
Billund;Total;Age, total;2025M05;27206
Billund;Total;Age, total;2025M06;27226
Billund;Total;Age, total;2025M07;27249
Billund;Total;Age, total;2025M08;27208
Billund;Total;Age, total;2025M09;27169
Billund;Total;Age, total;2025M10;27159
Billund;Total;Age, total;2025M11;27146
Billund;Total;Age, total;2025M12;27185
Billund;Total;Age, total;2026M01;27200
Billund;Total;Age, total;2026M02;27181
Esbjerg;Total;Age, total;2021M10;115470
Esbjerg;Total;Age, total;2021M11;115451
Esbjerg;Total;Age, total;2021M12;115411
Esbjerg;Total;Age, total;2022M01;115459
Esbjerg;Total;Age, total;2022M02;115483
Esbjerg;Total;Age, total;2022M03;115484
Esbjerg;Total;Age, total;2022M04;115477
Esbjerg;Total;Age, total;2022M05;115680
Esbjerg;Total;Age, total;2022M06;115865
Esbjerg;Total;Age, total;2022M07;115917
Esbjerg;Total;Age, total;2022M08;115779
Esbjerg;Total;Age, total;2022M09;115634
Esbjerg;Total;Age, total;2022M10;115766
Esbjerg;Total;Age, total;2022M11;115789
Esbjerg;Total;Age, total;2022M12;115842
Esbjerg;Total;Age, total;2023M01;115758
Esbjerg;Total;Age, total;2023M02;115740
Esbjerg;Total;Age, total;2023M03;115797
Esbjerg;Total;Age, total;2023M04;115808
Esbjerg;Total;Age, total;2023M05;115815
Esbjerg;Total;Age, total;2023M06;115822
Esbjerg;Total;Age, total;2023M07;115746
Esbjerg;Total;Age, total;2023M08;115710
Esbjerg;Total;Age, total;2023M09;115504
Esbjerg;Total;Age, total;2023M10;115489
Esbjerg;Total;Age, total;2023M11;115544
Esbjerg;Total;Age, total;2023M12;115544
Esbjerg;Total;Age, total;2024M01;115423
Esbjerg;Total;Age, total;2024M02;115340
Esbjerg;Total;Age, total;2024M03;115357
Esbjerg;Total;Age, total;2024M04;115319
Esbjerg;Total;Age, total;2024M05;115347
Esbjerg;Total;Age, total;2024M06;115332
Esbjerg;Total;Age, total;2024M07;115268
Esbjerg;Total;Age, total;2024M08;115181
Esbjerg;Total;Age, total;2024M09;115125
Esbjerg;Total;Age, total;2024M10;115198
Esbjerg;Total;Age, total;2024M11;115195
Esbjerg;Total;Age, total;2024M12;115225
Esbjerg;Total;Age, total;2025M01;115157
Esbjerg;Total;Age, total;2025M02;115087
Esbjerg;Total;Age, total;2025M03;115092
Esbjerg;Total;Age, total;2025M04;115053
Esbjerg;Total;Age, total;2025M05;115016
Esbjerg;Total;Age, total;2025M06;114946
Esbjerg;Total;Age, total;2025M07;114923
Esbjerg;Total;Age, total;2025M08;114951
Esbjerg;Total;Age, total;2025M09;114968
Esbjerg;Total;Age, total;2025M10;114983
Esbjerg;Total;Age, total;2025M11;115059
Esbjerg;Total;Age, total;2025M12;115027
Esbjerg;Total;Age, total;2026M01;114947
Esbjerg;Total;Age, total;2026M02;114908
Fanø;Total;Age, total;2021M10;3436
Fanø;Total;Age, total;2021M11;3435
Fanø;Total;Age, total;2021M12;3427
Fanø;Total;Age, total;2022M01;3427
Fanø;Total;Age, total;2022M02;3419
Fanø;Total;Age, total;2022M03;3430
Fanø;Total;Age, total;2022M04;3428
Fanø;Total;Age, total;2022M05;3414
Fanø;Total;Age, total;2022M06;3425
Fanø;Total;Age, total;2022M07;3438
Fanø;Total;Age, total;2022M08;3438
Fanø;Total;Age, total;2022M09;3442
Fanø;Total;Age, total;2022M10;3424
Fanø;Total;Age, total;2022M11;3416
Fanø;Total;Age, total;2022M12;3421
Fanø;Total;Age, total;2023M01;3426
Fanø;Total;Age, total;2023M02;3425
Fanø;Total;Age, total;2023M03;3417
Fanø;Total;Age, total;2023M04;3409
Fanø;Total;Age, total;2023M05;3404
Fanø;Total;Age, total;2023M06;3404
Fanø;Total;Age, total;2023M07;3404
Fanø;Total;Age, total;2023M08;3417
Fanø;Total;Age, total;2023M09;3385
Fanø;Total;Age, total;2023M10;3372
Fanø;Total;Age, total;2023M11;3372
Fanø;Total;Age, total;2023M12;3362
Fanø;Total;Age, total;2024M01;3357
Fanø;Total;Age, total;2024M02;3345
Fanø;Total;Age, total;2024M03;3347
Fanø;Total;Age, total;2024M04;3343
Fanø;Total;Age, total;2024M05;3339
Fanø;Total;Age, total;2024M06;3328
Fanø;Total;Age, total;2024M07;3327
Fanø;Total;Age, total;2024M08;3334
Fanø;Total;Age, total;2024M09;3316
Fanø;Total;Age, total;2024M10;3307
Fanø;Total;Age, total;2024M11;3289
Fanø;Total;Age, total;2024M12;3272
Fanø;Total;Age, total;2025M01;3270
Fanø;Total;Age, total;2025M02;3263
Fanø;Total;Age, total;2025M03;3271
Fanø;Total;Age, total;2025M04;3277
Fanø;Total;Age, total;2025M05;3296
