BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Syddjurs;Total;H60 Bachelors programs;Age, total;Total;2015;306
Syddjurs;Total;H60 Bachelors programs;Age, total;Total;2019;353
Syddjurs;Total;H60 Bachelors programs;Age, total;Total;2022;420
Aarhus;Total;H60 Bachelors programs;Age, total;Total;2008;9375
Aarhus;Total;H60 Bachelors programs;Age, total;Total;2011;11623
Aarhus;Total;H60 Bachelors programs;Age, total;Total;2015;13445
Aarhus;Total;H60 Bachelors programs;Age, total;Total;2019;13084
Aarhus;Total;H60 Bachelors programs;Age, total;Total;2022;14094
Herning;Total;H60 Bachelors programs;Age, total;Total;2008;546
Herning;Total;H60 Bachelors programs;Age, total;Total;2011;670
Herning;Total;H60 Bachelors programs;Age, total;Total;2015;660
Herning;Total;H60 Bachelors programs;Age, total;Total;2019;689
Herning;Total;H60 Bachelors programs;Age, total;Total;2022;732
Holstebro;Total;H60 Bachelors programs;Age, total;Total;2008;196
Holstebro;Total;H60 Bachelors programs;Age, total;Total;2011;210
Holstebro;Total;H60 Bachelors programs;Age, total;Total;2015;229
Holstebro;Total;H60 Bachelors programs;Age, total;Total;2019;270
Holstebro;Total;H60 Bachelors programs;Age, total;Total;2022;318
Ikast-Brande;Total;H60 Bachelors programs;Age, total;Total;2008;164
Ikast-Brande;Total;H60 Bachelors programs;Age, total;Total;2011;182
Ikast-Brande;Total;H60 Bachelors programs;Age, total;Total;2015;174
Ikast-Brande;Total;H60 Bachelors programs;Age, total;Total;2019;208
Ikast-Brande;Total;H60 Bachelors programs;Age, total;Total;2022;239
Lemvig;Total;H60 Bachelors programs;Age, total;Total;2008;51
Lemvig;Total;H60 Bachelors programs;Age, total;Total;2011;59
Lemvig;Total;H60 Bachelors programs;Age, total;Total;2015;61
Lemvig;Total;H60 Bachelors programs;Age, total;Total;2019;67
Lemvig;Total;H60 Bachelors programs;Age, total;Total;2022;65
Ringkøbing-Skjern;Total;H60 Bachelors programs;Age, total;Total;2008;170
Ringkøbing-Skjern;Total;H60 Bachelors programs;Age, total;Total;2011;184
Ringkøbing-Skjern;Total;H60 Bachelors programs;Age, total;Total;2015;193
Ringkøbing-Skjern;Total;H60 Bachelors programs;Age, total;Total;2019;204
Ringkøbing-Skjern;Total;H60 Bachelors programs;Age, total;Total;2022;232
Skive;Total;H60 Bachelors programs;Age, total;Total;2008;100
Skive;Total;H60 Bachelors programs;Age, total;Total;2011;115
Skive;Total;H60 Bachelors programs;Age, total;Total;2015;127
Skive;Total;H60 Bachelors programs;Age, total;Total;2019;141
Skive;Total;H60 Bachelors programs;Age, total;Total;2022;176
Struer;Total;H60 Bachelors programs;Age, total;Total;2008;71
Struer;Total;H60 Bachelors programs;Age, total;Total;2011;74
Struer;Total;H60 Bachelors programs;Age, total;Total;2015;80
Struer;Total;H60 Bachelors programs;Age, total;Total;2019;84
Struer;Total;H60 Bachelors programs;Age, total;Total;2022;94
Viborg;Total;H60 Bachelors programs;Age, total;Total;2008;344
Viborg;Total;H60 Bachelors programs;Age, total;Total;2011;342
Viborg;Total;H60 Bachelors programs;Age, total;Total;2015;419
Viborg;Total;H60 Bachelors programs;Age, total;Total;2019;459
Viborg;Total;H60 Bachelors programs;Age, total;Total;2022;517
Region Nordjylland;Total;H60 Bachelors programs;Age, total;Total;2008;4685
Region Nordjylland;Total;H60 Bachelors programs;Age, total;Total;2011;5587
Region Nordjylland;Total;H60 Bachelors programs;Age, total;Total;2015;6964
Region Nordjylland;Total;H60 Bachelors programs;Age, total;Total;2019;7700
Region Nordjylland;Total;H60 Bachelors programs;Age, total;Total;2022;8426
Brønderslev;Total;H60 Bachelors programs;Age, total;Total;2008;127
Brønderslev;Total;H60 Bachelors programs;Age, total;Total;2011;139
Brønderslev;Total;H60 Bachelors programs;Age, total;Total;2015;146
Brønderslev;Total;H60 Bachelors programs;Age, total;Total;2019;176
Brønderslev;Total;H60 Bachelors programs;Age, total;Total;2022;197
Frederikshavn;Total;H60 Bachelors programs;Age, total;Total;2008;146
Frederikshavn;Total;H60 Bachelors programs;Age, total;Total;2011;175
Frederikshavn;Total;H60 Bachelors programs;Age, total;Total;2015;213
Frederikshavn;Total;H60 Bachelors programs;Age, total;Total;2019;221
Frederikshavn;Total;H60 Bachelors programs;Age, total;Total;2022;249
Hjørring;Total;H60 Bachelors programs;Age, total;Total;2008;224
Hjørring;Total;H60 Bachelors programs;Age, total;Total;2011;228
Hjørring;Total;H60 Bachelors programs;Age, total;Total;2015;256
Hjørring;Total;H60 Bachelors programs;Age, total;Total;2019;259
Hjørring;Total;H60 Bachelors programs;Age, total;Total;2022;306
Jammerbugt;Total;H60 Bachelors programs;Age, total;Total;2008;150
Jammerbugt;Total;H60 Bachelors programs;Age, total;Total;2011;165
Jammerbugt;Total;H60 Bachelors programs;Age, total;Total;2015;190
Jammerbugt;Total;H60 Bachelors programs;Age, total;Total;2019;202
Jammerbugt;Total;H60 Bachelors programs;Age, total;Total;2022;221
Læsø;Total;H60 Bachelors programs;Age, total;Total;2008;7
Læsø;Total;H60 Bachelors programs;Age, total;Total;2011;7
Læsø;Total;H60 Bachelors programs;Age, total;Total;2015;7
Læsø;Total;H60 Bachelors programs;Age, total;Total;2019;9
Læsø;Total;H60 Bachelors programs;Age, total;Total;2022;10
Mariagerfjord;Total;H60 Bachelors programs;Age, total;Total;2008;139
Mariagerfjord;Total;H60 Bachelors programs;Age, total;Total;2011;154
Mariagerfjord;Total;H60 Bachelors programs;Age, total;Total;2015;181
Mariagerfjord;Total;H60 Bachelors programs;Age, total;Total;2019;215
Mariagerfjord;Total;H60 Bachelors programs;Age, total;Total;2022;234
Morsø;Total;H60 Bachelors programs;Age, total;Total;2008;49
Morsø;Total;H60 Bachelors programs;Age, total;Total;2011;49
Morsø;Total;H60 Bachelors programs;Age, total;Total;2015;56
Morsø;Total;H60 Bachelors programs;Age, total;Total;2019;56
Morsø;Total;H60 Bachelors programs;Age, total;Total;2022;71
Rebild;Total;H60 Bachelors programs;Age, total;Total;2008;151
Rebild;Total;H60 Bachelors programs;Age, total;Total;2011;158
Rebild;Total;H60 Bachelors programs;Age, total;Total;2015;196
Rebild;Total;H60 Bachelors programs;Age, total;Total;2019;215
Rebild;Total;H60 Bachelors programs;Age, total;Total;2022;256
Thisted;Total;H60 Bachelors programs;Age, total;Total;2008;107
Thisted;Total;H60 Bachelors programs;Age, total;Total;2011;127
Thisted;Total;H60 Bachelors programs;Age, total;Total;2015;131
Thisted;Total;H60 Bachelors programs;Age, total;Total;2019;165
Thisted;Total;H60 Bachelors programs;Age, total;Total;2022;188
Vesthimmerlands;Total;H60 Bachelors programs;Age, total;Total;2008;88
Vesthimmerlands;Total;H60 Bachelors programs;Age, total;Total;2011;92
Vesthimmerlands;Total;H60 Bachelors programs;Age, total;Total;2015;98
Vesthimmerlands;Total;H60 Bachelors programs;Age, total;Total;2019;103
Vesthimmerlands;Total;H60 Bachelors programs;Age, total;Total;2022;130
Aalborg;Total;H60 Bachelors programs;Age, total;Total;2008;3497
Aalborg;Total;H60 Bachelors programs;Age, total;Total;2011;4293
Aalborg;Total;H60 Bachelors programs;Age, total;Total;2015;5490
Aalborg;Total;H60 Bachelors programs;Age, total;Total;2019;6079
Aalborg;Total;H60 Bachelors programs;Age, total;Total;2022;6564
