BOPAEGT1;BOPAEGT2;ALDERAEGT1;ALDERAEGT2;AGTVAR;TID;INDHOLD
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Holbæk;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Kalundborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Lolland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Næstved;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Odsherred;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Ringsted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Slagelse;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Sorø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Stevns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Vordingborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Assens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Faaborg-Midtfyn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Kerteminde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Langeland;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Middelfart;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Nordfyns;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Nyborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Odense;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Svendborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
