BOPAEGT1;BOPAEGT2;ALDERAEGT1;ALDERAEGT2;AGTVAR;TID;INDHOLD
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Rebild;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Thisted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Vesthimmerlands;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Aalborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Abroad;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
