OMRÅDE;OVERTRÆD;TID;INDHOLD
Faaborg-Midtfyn;Nature of the offence, total;2025Q3;575
Faaborg-Midtfyn;Nature of the offence, total;2025Q4;590
Kerteminde;Nature of the offence, total;2007Q1;280
Kerteminde;Nature of the offence, total;2007Q2;340
Kerteminde;Nature of the offence, total;2007Q3;334
Kerteminde;Nature of the offence, total;2007Q4;370
Kerteminde;Nature of the offence, total;2008Q1;351
Kerteminde;Nature of the offence, total;2008Q2;312
Kerteminde;Nature of the offence, total;2008Q3;343
Kerteminde;Nature of the offence, total;2008Q4;343
Kerteminde;Nature of the offence, total;2009Q1;364
Kerteminde;Nature of the offence, total;2009Q2;413
Kerteminde;Nature of the offence, total;2009Q3;395
Kerteminde;Nature of the offence, total;2009Q4;421
Kerteminde;Nature of the offence, total;2010Q1;323
Kerteminde;Nature of the offence, total;2010Q2;388
Kerteminde;Nature of the offence, total;2010Q3;389
Kerteminde;Nature of the offence, total;2010Q4;307
Kerteminde;Nature of the offence, total;2011Q1;275
Kerteminde;Nature of the offence, total;2011Q2;347
Kerteminde;Nature of the offence, total;2011Q3;308
Kerteminde;Nature of the offence, total;2011Q4;355
Kerteminde;Nature of the offence, total;2012Q1;301
Kerteminde;Nature of the offence, total;2012Q2;364
Kerteminde;Nature of the offence, total;2012Q3;355
Kerteminde;Nature of the offence, total;2012Q4;366
Kerteminde;Nature of the offence, total;2013Q1;247
Kerteminde;Nature of the offence, total;2013Q2;333
Kerteminde;Nature of the offence, total;2013Q3;409
Kerteminde;Nature of the offence, total;2013Q4;360
Kerteminde;Nature of the offence, total;2014Q1;361
Kerteminde;Nature of the offence, total;2014Q2;285
Kerteminde;Nature of the offence, total;2014Q3;290
Kerteminde;Nature of the offence, total;2014Q4;280
Kerteminde;Nature of the offence, total;2015Q1;222
Kerteminde;Nature of the offence, total;2015Q2;259
Kerteminde;Nature of the offence, total;2015Q3;344
Kerteminde;Nature of the offence, total;2015Q4;264
Kerteminde;Nature of the offence, total;2016Q1;203
Kerteminde;Nature of the offence, total;2016Q2;220
Kerteminde;Nature of the offence, total;2016Q3;244
Kerteminde;Nature of the offence, total;2016Q4;197
Kerteminde;Nature of the offence, total;2017Q1;208
Kerteminde;Nature of the offence, total;2017Q2;205
Kerteminde;Nature of the offence, total;2017Q3;276
Kerteminde;Nature of the offence, total;2017Q4;208
Kerteminde;Nature of the offence, total;2018Q1;192
Kerteminde;Nature of the offence, total;2018Q2;225
Kerteminde;Nature of the offence, total;2018Q3;342
Kerteminde;Nature of the offence, total;2018Q4;293
Kerteminde;Nature of the offence, total;2019Q1;272
Kerteminde;Nature of the offence, total;2019Q2;248
Kerteminde;Nature of the offence, total;2019Q3;290
Kerteminde;Nature of the offence, total;2019Q4;185
Kerteminde;Nature of the offence, total;2020Q1;224
Kerteminde;Nature of the offence, total;2020Q2;259
Kerteminde;Nature of the offence, total;2020Q3;335
Kerteminde;Nature of the offence, total;2020Q4;198
Kerteminde;Nature of the offence, total;2021Q1;204
Kerteminde;Nature of the offence, total;2021Q2;275
Kerteminde;Nature of the offence, total;2021Q3;244
Kerteminde;Nature of the offence, total;2021Q4;289
Kerteminde;Nature of the offence, total;2022Q1;192
Kerteminde;Nature of the offence, total;2022Q2;189
Kerteminde;Nature of the offence, total;2022Q3;254
Kerteminde;Nature of the offence, total;2022Q4;185
Kerteminde;Nature of the offence, total;2023Q1;195
Kerteminde;Nature of the offence, total;2023Q2;226
Kerteminde;Nature of the offence, total;2023Q3;414
Kerteminde;Nature of the offence, total;2023Q4;197
Kerteminde;Nature of the offence, total;2024Q1;269
Kerteminde;Nature of the offence, total;2024Q2;267
Kerteminde;Nature of the offence, total;2024Q3;326
Kerteminde;Nature of the offence, total;2024Q4;235
Kerteminde;Nature of the offence, total;2025Q1;221
Kerteminde;Nature of the offence, total;2025Q2;245
Kerteminde;Nature of the offence, total;2025Q3;316
Kerteminde;Nature of the offence, total;2025Q4;274
Langeland;Nature of the offence, total;2007Q1;124
Langeland;Nature of the offence, total;2007Q2;124
Langeland;Nature of the offence, total;2007Q3;200
Langeland;Nature of the offence, total;2007Q4;200
Langeland;Nature of the offence, total;2008Q1;175
Langeland;Nature of the offence, total;2008Q2;196
Langeland;Nature of the offence, total;2008Q3;294
Langeland;Nature of the offence, total;2008Q4;152
Langeland;Nature of the offence, total;2009Q1;183
Langeland;Nature of the offence, total;2009Q2;203
Langeland;Nature of the offence, total;2009Q3;332
Langeland;Nature of the offence, total;2009Q4;218
Langeland;Nature of the offence, total;2010Q1;176
Langeland;Nature of the offence, total;2010Q2;163
Langeland;Nature of the offence, total;2010Q3;270
Langeland;Nature of the offence, total;2010Q4;160
Langeland;Nature of the offence, total;2011Q1;163
Langeland;Nature of the offence, total;2011Q2;116
Langeland;Nature of the offence, total;2011Q3;221
Langeland;Nature of the offence, total;2011Q4;195
Langeland;Nature of the offence, total;2012Q1;160
Langeland;Nature of the offence, total;2012Q2;186
Langeland;Nature of the offence, total;2012Q3;220
Langeland;Nature of the offence, total;2012Q4;202
Langeland;Nature of the offence, total;2013Q1;142
Langeland;Nature of the offence, total;2013Q2;112
Langeland;Nature of the offence, total;2013Q3;185
Langeland;Nature of the offence, total;2013Q4;136
Langeland;Nature of the offence, total;2014Q1;120
Langeland;Nature of the offence, total;2014Q2;121
Langeland;Nature of the offence, total;2014Q3;165
Langeland;Nature of the offence, total;2014Q4;172
Langeland;Nature of the offence, total;2015Q1;104
Langeland;Nature of the offence, total;2015Q2;115
Langeland;Nature of the offence, total;2015Q3;166
Langeland;Nature of the offence, total;2015Q4;140
Langeland;Nature of the offence, total;2016Q1;87
Langeland;Nature of the offence, total;2016Q2;124
Langeland;Nature of the offence, total;2016Q3;190
Langeland;Nature of the offence, total;2016Q4;135
Langeland;Nature of the offence, total;2017Q1;130
Langeland;Nature of the offence, total;2017Q2;118
Langeland;Nature of the offence, total;2017Q3;179
Langeland;Nature of the offence, total;2017Q4;138
Langeland;Nature of the offence, total;2018Q1;112
Langeland;Nature of the offence, total;2018Q2;140
Langeland;Nature of the offence, total;2018Q3;164
Langeland;Nature of the offence, total;2018Q4;179
Langeland;Nature of the offence, total;2019Q1;181
Langeland;Nature of the offence, total;2019Q2;137
Langeland;Nature of the offence, total;2019Q3;198
Langeland;Nature of the offence, total;2019Q4;93
Langeland;Nature of the offence, total;2020Q1;138
Langeland;Nature of the offence, total;2020Q2;168
Langeland;Nature of the offence, total;2020Q3;127
Langeland;Nature of the offence, total;2020Q4;117
Langeland;Nature of the offence, total;2021Q1;97
Langeland;Nature of the offence, total;2021Q2;114
Langeland;Nature of the offence, total;2021Q3;160
Langeland;Nature of the offence, total;2021Q4;138
Langeland;Nature of the offence, total;2022Q1;162
Langeland;Nature of the offence, total;2022Q2;159
Langeland;Nature of the offence, total;2022Q3;165
Langeland;Nature of the offence, total;2022Q4;211
Langeland;Nature of the offence, total;2023Q1;189
Langeland;Nature of the offence, total;2023Q2;113
Langeland;Nature of the offence, total;2023Q3;119
Langeland;Nature of the offence, total;2023Q4;126
Langeland;Nature of the offence, total;2024Q1;108
Langeland;Nature of the offence, total;2024Q2;127
Langeland;Nature of the offence, total;2024Q3;141
Langeland;Nature of the offence, total;2024Q4;91
Langeland;Nature of the offence, total;2025Q1;110
Langeland;Nature of the offence, total;2025Q2;116
Langeland;Nature of the offence, total;2025Q3;102
Langeland;Nature of the offence, total;2025Q4;118
Middelfart;Nature of the offence, total;2007Q1;668
Middelfart;Nature of the offence, total;2007Q2;700
Middelfart;Nature of the offence, total;2007Q3;755
Middelfart;Nature of the offence, total;2007Q4;654
Middelfart;Nature of the offence, total;2008Q1;692
Middelfart;Nature of the offence, total;2008Q2;828
Middelfart;Nature of the offence, total;2008Q3;807
Middelfart;Nature of the offence, total;2008Q4;760
Middelfart;Nature of the offence, total;2009Q1;762
Middelfart;Nature of the offence, total;2009Q2;765
Middelfart;Nature of the offence, total;2009Q3;784
Middelfart;Nature of the offence, total;2009Q4;802
Middelfart;Nature of the offence, total;2010Q1;702
Middelfart;Nature of the offence, total;2010Q2;708
Middelfart;Nature of the offence, total;2010Q3;730
Middelfart;Nature of the offence, total;2010Q4;921
Middelfart;Nature of the offence, total;2011Q1;816
Middelfart;Nature of the offence, total;2011Q2;728
Middelfart;Nature of the offence, total;2011Q3;749
Middelfart;Nature of the offence, total;2011Q4;767
Middelfart;Nature of the offence, total;2012Q1;660
Middelfart;Nature of the offence, total;2012Q2;613
Middelfart;Nature of the offence, total;2012Q3;670
Middelfart;Nature of the offence, total;2012Q4;747
Middelfart;Nature of the offence, total;2013Q1;570
Middelfart;Nature of the offence, total;2013Q2;642
Middelfart;Nature of the offence, total;2013Q3;649
Middelfart;Nature of the offence, total;2013Q4;624
Middelfart;Nature of the offence, total;2014Q1;470
Middelfart;Nature of the offence, total;2014Q2;649
Middelfart;Nature of the offence, total;2014Q3;714
Middelfart;Nature of the offence, total;2014Q4;711
Middelfart;Nature of the offence, total;2015Q1;427
Middelfart;Nature of the offence, total;2015Q2;469
Middelfart;Nature of the offence, total;2015Q3;438
Middelfart;Nature of the offence, total;2015Q4;524
Middelfart;Nature of the offence, total;2016Q1;503
Middelfart;Nature of the offence, total;2016Q2;606
Middelfart;Nature of the offence, total;2016Q3;451
Middelfart;Nature of the offence, total;2016Q4;498
Middelfart;Nature of the offence, total;2017Q1;563
Middelfart;Nature of the offence, total;2017Q2;737
Middelfart;Nature of the offence, total;2017Q3;489
Middelfart;Nature of the offence, total;2017Q4;578
Middelfart;Nature of the offence, total;2018Q1;466
Middelfart;Nature of the offence, total;2018Q2;555
Middelfart;Nature of the offence, total;2018Q3;522
Middelfart;Nature of the offence, total;2018Q4;540
Middelfart;Nature of the offence, total;2019Q1;496
Middelfart;Nature of the offence, total;2019Q2;540
Middelfart;Nature of the offence, total;2019Q3;561
Middelfart;Nature of the offence, total;2019Q4;551
Middelfart;Nature of the offence, total;2020Q1;437
Middelfart;Nature of the offence, total;2020Q2;454
Middelfart;Nature of the offence, total;2020Q3;590
Middelfart;Nature of the offence, total;2020Q4;505
Middelfart;Nature of the offence, total;2021Q1;362
Middelfart;Nature of the offence, total;2021Q2;398
Middelfart;Nature of the offence, total;2021Q3;507
Middelfart;Nature of the offence, total;2021Q4;550
Middelfart;Nature of the offence, total;2022Q1;420
Middelfart;Nature of the offence, total;2022Q2;561
Middelfart;Nature of the offence, total;2022Q3;541
Middelfart;Nature of the offence, total;2022Q4;451
Middelfart;Nature of the offence, total;2023Q1;485
Middelfart;Nature of the offence, total;2023Q2;574
Middelfart;Nature of the offence, total;2023Q3;534
Middelfart;Nature of the offence, total;2023Q4;496
Middelfart;Nature of the offence, total;2024Q1;488
Middelfart;Nature of the offence, total;2024Q2;621
Middelfart;Nature of the offence, total;2024Q3;664
Middelfart;Nature of the offence, total;2024Q4;591
Middelfart;Nature of the offence, total;2025Q1;544
Middelfart;Nature of the offence, total;2025Q2;558
Middelfart;Nature of the offence, total;2025Q3;513
Middelfart;Nature of the offence, total;2025Q4;562
Nordfyns;Nature of the offence, total;2007Q1;432
Nordfyns;Nature of the offence, total;2007Q2;349
Nordfyns;Nature of the offence, total;2007Q3;456
Nordfyns;Nature of the offence, total;2007Q4;429
Nordfyns;Nature of the offence, total;2008Q1;504
Nordfyns;Nature of the offence, total;2008Q2;475
Nordfyns;Nature of the offence, total;2008Q3;488
Nordfyns;Nature of the offence, total;2008Q4;527
Nordfyns;Nature of the offence, total;2009Q1;663
Nordfyns;Nature of the offence, total;2009Q2;483
Nordfyns;Nature of the offence, total;2009Q3;608
Nordfyns;Nature of the offence, total;2009Q4;602
Nordfyns;Nature of the offence, total;2010Q1;489
Nordfyns;Nature of the offence, total;2010Q2;431
Nordfyns;Nature of the offence, total;2010Q3;527
Nordfyns;Nature of the offence, total;2010Q4;500
Nordfyns;Nature of the offence, total;2011Q1;469
Nordfyns;Nature of the offence, total;2011Q2;459
Nordfyns;Nature of the offence, total;2011Q3;469
Nordfyns;Nature of the offence, total;2011Q4;505
Nordfyns;Nature of the offence, total;2012Q1;489
Nordfyns;Nature of the offence, total;2012Q2;388
Nordfyns;Nature of the offence, total;2012Q3;408
Nordfyns;Nature of the offence, total;2012Q4;434
Nordfyns;Nature of the offence, total;2013Q1;295
Nordfyns;Nature of the offence, total;2013Q2;353
Nordfyns;Nature of the offence, total;2013Q3;346
Nordfyns;Nature of the offence, total;2013Q4;383
Nordfyns;Nature of the offence, total;2014Q1;340
Nordfyns;Nature of the offence, total;2014Q2;311
Nordfyns;Nature of the offence, total;2014Q3;433
Nordfyns;Nature of the offence, total;2014Q4;412
Nordfyns;Nature of the offence, total;2015Q1;307
Nordfyns;Nature of the offence, total;2015Q2;258
Nordfyns;Nature of the offence, total;2015Q3;304
Nordfyns;Nature of the offence, total;2015Q4;294
Nordfyns;Nature of the offence, total;2016Q1;316
Nordfyns;Nature of the offence, total;2016Q2;291
Nordfyns;Nature of the offence, total;2016Q3;241
Nordfyns;Nature of the offence, total;2016Q4;456
Nordfyns;Nature of the offence, total;2017Q1;249
Nordfyns;Nature of the offence, total;2017Q2;316
Nordfyns;Nature of the offence, total;2017Q3;280
Nordfyns;Nature of the offence, total;2017Q4;315
Nordfyns;Nature of the offence, total;2018Q1;304
Nordfyns;Nature of the offence, total;2018Q2;317
Nordfyns;Nature of the offence, total;2018Q3;301
Nordfyns;Nature of the offence, total;2018Q4;433
Nordfyns;Nature of the offence, total;2019Q1;323
Nordfyns;Nature of the offence, total;2019Q2;342
Nordfyns;Nature of the offence, total;2019Q3;307
Nordfyns;Nature of the offence, total;2019Q4;326
Nordfyns;Nature of the offence, total;2020Q1;381
Nordfyns;Nature of the offence, total;2020Q2;322
Nordfyns;Nature of the offence, total;2020Q3;305
Nordfyns;Nature of the offence, total;2020Q4;334
Nordfyns;Nature of the offence, total;2021Q1;333
Nordfyns;Nature of the offence, total;2021Q2;216
Nordfyns;Nature of the offence, total;2021Q3;291
Nordfyns;Nature of the offence, total;2021Q4;309
Nordfyns;Nature of the offence, total;2022Q1;240
Nordfyns;Nature of the offence, total;2022Q2;229
Nordfyns;Nature of the offence, total;2022Q3;337
Nordfyns;Nature of the offence, total;2022Q4;262
Nordfyns;Nature of the offence, total;2023Q1;266
Nordfyns;Nature of the offence, total;2023Q2;369
Nordfyns;Nature of the offence, total;2023Q3;321
Nordfyns;Nature of the offence, total;2023Q4;359
Nordfyns;Nature of the offence, total;2024Q1;304
Nordfyns;Nature of the offence, total;2024Q2;348
Nordfyns;Nature of the offence, total;2024Q3;315
Nordfyns;Nature of the offence, total;2024Q4;289
Nordfyns;Nature of the offence, total;2025Q1;309
Nordfyns;Nature of the offence, total;2025Q2;290
Nordfyns;Nature of the offence, total;2025Q3;331
Nordfyns;Nature of the offence, total;2025Q4;464
Nyborg;Nature of the offence, total;2007Q1;527
Nyborg;Nature of the offence, total;2007Q2;545
Nyborg;Nature of the offence, total;2007Q3;656
Nyborg;Nature of the offence, total;2007Q4;612
Nyborg;Nature of the offence, total;2008Q1;595
Nyborg;Nature of the offence, total;2008Q2;729
Nyborg;Nature of the offence, total;2008Q3;751
Nyborg;Nature of the offence, total;2008Q4;714
Nyborg;Nature of the offence, total;2009Q1;738
Nyborg;Nature of the offence, total;2009Q2;680
Nyborg;Nature of the offence, total;2009Q3;846
Nyborg;Nature of the offence, total;2009Q4;823
Nyborg;Nature of the offence, total;2010Q1;663
Nyborg;Nature of the offence, total;2010Q2;687
Nyborg;Nature of the offence, total;2010Q3;689
Nyborg;Nature of the offence, total;2010Q4;726
Nyborg;Nature of the offence, total;2011Q1;716
Nyborg;Nature of the offence, total;2011Q2;612
Nyborg;Nature of the offence, total;2011Q3;640
Nyborg;Nature of the offence, total;2011Q4;700
Nyborg;Nature of the offence, total;2012Q1;683
Nyborg;Nature of the offence, total;2012Q2;788
Nyborg;Nature of the offence, total;2012Q3;658
Nyborg;Nature of the offence, total;2012Q4;663
Nyborg;Nature of the offence, total;2013Q1;540
Nyborg;Nature of the offence, total;2013Q2;521
Nyborg;Nature of the offence, total;2013Q3;620
Nyborg;Nature of the offence, total;2013Q4;550
Nyborg;Nature of the offence, total;2014Q1;563
Nyborg;Nature of the offence, total;2014Q2;568
Nyborg;Nature of the offence, total;2014Q3;548
Nyborg;Nature of the offence, total;2014Q4;591
Nyborg;Nature of the offence, total;2015Q1;456
Nyborg;Nature of the offence, total;2015Q2;534
Nyborg;Nature of the offence, total;2015Q3;536
Nyborg;Nature of the offence, total;2015Q4;523
Nyborg;Nature of the offence, total;2016Q1;463
Nyborg;Nature of the offence, total;2016Q2;471
Nyborg;Nature of the offence, total;2016Q3;511
Nyborg;Nature of the offence, total;2016Q4;595
Nyborg;Nature of the offence, total;2017Q1;458
Nyborg;Nature of the offence, total;2017Q2;449
Nyborg;Nature of the offence, total;2017Q3;781
Nyborg;Nature of the offence, total;2017Q4;565
Nyborg;Nature of the offence, total;2018Q1;487
Nyborg;Nature of the offence, total;2018Q2;505
Nyborg;Nature of the offence, total;2018Q3;489
Nyborg;Nature of the offence, total;2018Q4;521
Nyborg;Nature of the offence, total;2019Q1;595
Nyborg;Nature of the offence, total;2019Q2;497
Nyborg;Nature of the offence, total;2019Q3;554
Nyborg;Nature of the offence, total;2019Q4;450
Nyborg;Nature of the offence, total;2020Q1;580
Nyborg;Nature of the offence, total;2020Q2;383
Nyborg;Nature of the offence, total;2020Q3;406
Nyborg;Nature of the offence, total;2020Q4;561
Nyborg;Nature of the offence, total;2021Q1;474
Nyborg;Nature of the offence, total;2021Q2;485
Nyborg;Nature of the offence, total;2021Q3;383
Nyborg;Nature of the offence, total;2021Q4;508
Nyborg;Nature of the offence, total;2022Q1;425
Nyborg;Nature of the offence, total;2022Q2;416
Nyborg;Nature of the offence, total;2022Q3;432
Nyborg;Nature of the offence, total;2022Q4;434
Nyborg;Nature of the offence, total;2023Q1;444
Nyborg;Nature of the offence, total;2023Q2;436
Nyborg;Nature of the offence, total;2023Q3;425
Nyborg;Nature of the offence, total;2023Q4;428
Nyborg;Nature of the offence, total;2024Q1;390
Nyborg;Nature of the offence, total;2024Q2;411
Nyborg;Nature of the offence, total;2024Q3;357
Nyborg;Nature of the offence, total;2024Q4;391
Nyborg;Nature of the offence, total;2025Q1;378
Nyborg;Nature of the offence, total;2025Q2;442
Nyborg;Nature of the offence, total;2025Q3;424
Nyborg;Nature of the offence, total;2025Q4;443
Odense;Nature of the offence, total;2007Q1;5786
Odense;Nature of the offence, total;2007Q2;5947
Odense;Nature of the offence, total;2007Q3;5410
Odense;Nature of the offence, total;2007Q4;5747
Odense;Nature of the offence, total;2008Q1;5297
Odense;Nature of the offence, total;2008Q2;5410
Odense;Nature of the offence, total;2008Q3;6187
Odense;Nature of the offence, total;2008Q4;6526
Odense;Nature of the offence, total;2009Q1;5865
Odense;Nature of the offence, total;2009Q2;6120
Odense;Nature of the offence, total;2009Q3;5925
Odense;Nature of the offence, total;2009Q4;6059
Odense;Nature of the offence, total;2010Q1;5156
Odense;Nature of the offence, total;2010Q2;5627
Odense;Nature of the offence, total;2010Q3;6169
Odense;Nature of the offence, total;2010Q4;5650
Odense;Nature of the offence, total;2011Q1;5362
Odense;Nature of the offence, total;2011Q2;5511
Odense;Nature of the offence, total;2011Q3;5771
Odense;Nature of the offence, total;2011Q4;6031
Odense;Nature of the offence, total;2012Q1;5114
Odense;Nature of the offence, total;2012Q2;5171
Odense;Nature of the offence, total;2012Q3;5175
Odense;Nature of the offence, total;2012Q4;5211
Odense;Nature of the offence, total;2013Q1;4552
Odense;Nature of the offence, total;2013Q2;5198
Odense;Nature of the offence, total;2013Q3;5182
Odense;Nature of the offence, total;2013Q4;5682
Odense;Nature of the offence, total;2014Q1;4554
Odense;Nature of the offence, total;2014Q2;4752
Odense;Nature of the offence, total;2014Q3;4778
Odense;Nature of the offence, total;2014Q4;5043
Odense;Nature of the offence, total;2015Q1;4006
Odense;Nature of the offence, total;2015Q2;4436
Odense;Nature of the offence, total;2015Q3;4293
Odense;Nature of the offence, total;2015Q4;4509
Odense;Nature of the offence, total;2016Q1;4089
Odense;Nature of the offence, total;2016Q2;4392
Odense;Nature of the offence, total;2016Q3;4308
Odense;Nature of the offence, total;2016Q4;3966
Odense;Nature of the offence, total;2017Q1;4326
Odense;Nature of the offence, total;2017Q2;4090
Odense;Nature of the offence, total;2017Q3;3908
Odense;Nature of the offence, total;2017Q4;4086
Odense;Nature of the offence, total;2018Q1;3548
Odense;Nature of the offence, total;2018Q2;3907
Odense;Nature of the offence, total;2018Q3;3942
Odense;Nature of the offence, total;2018Q4;3962
Odense;Nature of the offence, total;2019Q1;3904
Odense;Nature of the offence, total;2019Q2;3914
Odense;Nature of the offence, total;2019Q3;3571
Odense;Nature of the offence, total;2019Q4;4220
Odense;Nature of the offence, total;2020Q1;5523
Odense;Nature of the offence, total;2020Q2;3397
Odense;Nature of the offence, total;2020Q3;3639
Odense;Nature of the offence, total;2020Q4;3791
Odense;Nature of the offence, total;2021Q1;3008
Odense;Nature of the offence, total;2021Q2;3233
Odense;Nature of the offence, total;2021Q3;3598
Odense;Nature of the offence, total;2021Q4;3413
Odense;Nature of the offence, total;2022Q1;3478
Odense;Nature of the offence, total;2022Q2;3587
Odense;Nature of the offence, total;2022Q3;4451
Odense;Nature of the offence, total;2022Q4;4019
Odense;Nature of the offence, total;2023Q1;3949
Odense;Nature of the offence, total;2023Q2;3820
Odense;Nature of the offence, total;2023Q3;3765
Odense;Nature of the offence, total;2023Q4;3599
Odense;Nature of the offence, total;2024Q1;3652
Odense;Nature of the offence, total;2024Q2;4450
Odense;Nature of the offence, total;2024Q3;4649
Odense;Nature of the offence, total;2024Q4;4320
Odense;Nature of the offence, total;2025Q1;3539
Odense;Nature of the offence, total;2025Q2;3922
Odense;Nature of the offence, total;2025Q3;3897
Odense;Nature of the offence, total;2025Q4;4588
Svendborg;Nature of the offence, total;2007Q1;955
Svendborg;Nature of the offence, total;2007Q2;882
Svendborg;Nature of the offence, total;2007Q3;947
Svendborg;Nature of the offence, total;2007Q4;1025
Svendborg;Nature of the offence, total;2008Q1;1075
Svendborg;Nature of the offence, total;2008Q2;1119
Svendborg;Nature of the offence, total;2008Q3;1139
Svendborg;Nature of the offence, total;2008Q4;1115
Svendborg;Nature of the offence, total;2009Q1;1020
Svendborg;Nature of the offence, total;2009Q2;1064
Svendborg;Nature of the offence, total;2009Q3;1142
Svendborg;Nature of the offence, total;2009Q4;1178
Svendborg;Nature of the offence, total;2010Q1;959
Svendborg;Nature of the offence, total;2010Q2;1011
Svendborg;Nature of the offence, total;2010Q3;1293
Svendborg;Nature of the offence, total;2010Q4;1055
Svendborg;Nature of the offence, total;2011Q1;976
Svendborg;Nature of the offence, total;2011Q2;1014
Svendborg;Nature of the offence, total;2011Q3;1036
Svendborg;Nature of the offence, total;2011Q4;1114
Svendborg;Nature of the offence, total;2012Q1;968
Svendborg;Nature of the offence, total;2012Q2;970
Svendborg;Nature of the offence, total;2012Q3;973
Svendborg;Nature of the offence, total;2012Q4;924
Svendborg;Nature of the offence, total;2013Q1;840
Svendborg;Nature of the offence, total;2013Q2;910
Svendborg;Nature of the offence, total;2013Q3;945
Svendborg;Nature of the offence, total;2013Q4;1010
Svendborg;Nature of the offence, total;2014Q1;823
Svendborg;Nature of the offence, total;2014Q2;753
Svendborg;Nature of the offence, total;2014Q3;785
Svendborg;Nature of the offence, total;2014Q4;899
Svendborg;Nature of the offence, total;2015Q1;637
Svendborg;Nature of the offence, total;2015Q2;747
Svendborg;Nature of the offence, total;2015Q3;757
Svendborg;Nature of the offence, total;2015Q4;766
Svendborg;Nature of the offence, total;2016Q1;613
Svendborg;Nature of the offence, total;2016Q2;761
Svendborg;Nature of the offence, total;2016Q3;683
Svendborg;Nature of the offence, total;2016Q4;714
Svendborg;Nature of the offence, total;2017Q1;737
Svendborg;Nature of the offence, total;2017Q2;777
Svendborg;Nature of the offence, total;2017Q3;818
Svendborg;Nature of the offence, total;2017Q4;948
Svendborg;Nature of the offence, total;2018Q1;798
Svendborg;Nature of the offence, total;2018Q2;732
Svendborg;Nature of the offence, total;2018Q3;744
Svendborg;Nature of the offence, total;2018Q4;896
Svendborg;Nature of the offence, total;2019Q1;714
Svendborg;Nature of the offence, total;2019Q2;746
Svendborg;Nature of the offence, total;2019Q3;745
Svendborg;Nature of the offence, total;2019Q4;893
Svendborg;Nature of the offence, total;2020Q1;1072
Svendborg;Nature of the offence, total;2020Q2;655
Svendborg;Nature of the offence, total;2020Q3;770
Svendborg;Nature of the offence, total;2020Q4;669
Svendborg;Nature of the offence, total;2021Q1;621
Svendborg;Nature of the offence, total;2021Q2;697
Svendborg;Nature of the offence, total;2021Q3;900
Svendborg;Nature of the offence, total;2021Q4;826
Svendborg;Nature of the offence, total;2022Q1;669
Svendborg;Nature of the offence, total;2022Q2;815
Svendborg;Nature of the offence, total;2022Q3;793
Svendborg;Nature of the offence, total;2022Q4;818
Svendborg;Nature of the offence, total;2023Q1;922
Svendborg;Nature of the offence, total;2023Q2;856
Svendborg;Nature of the offence, total;2023Q3;782
Svendborg;Nature of the offence, total;2023Q4;723
Svendborg;Nature of the offence, total;2024Q1;699
Svendborg;Nature of the offence, total;2024Q2;755
Svendborg;Nature of the offence, total;2024Q3;777
Svendborg;Nature of the offence, total;2024Q4;728
Svendborg;Nature of the offence, total;2025Q1;722
Svendborg;Nature of the offence, total;2025Q2;743
Svendborg;Nature of the offence, total;2025Q3;697
Svendborg;Nature of the offence, total;2025Q4;715
Ærø;Nature of the offence, total;2007Q1;33
Ærø;Nature of the offence, total;2007Q2;95
Ærø;Nature of the offence, total;2007Q3;80
Ærø;Nature of the offence, total;2007Q4;46
Ærø;Nature of the offence, total;2008Q1;49
Ærø;Nature of the offence, total;2008Q2;69
Ærø;Nature of the offence, total;2008Q3;57
Ærø;Nature of the offence, total;2008Q4;43
Ærø;Nature of the offence, total;2009Q1;37
Ærø;Nature of the offence, total;2009Q2;51
Ærø;Nature of the offence, total;2009Q3;57
Ærø;Nature of the offence, total;2009Q4;51
Ærø;Nature of the offence, total;2010Q1;50
Ærø;Nature of the offence, total;2010Q2;32
Ærø;Nature of the offence, total;2010Q3;52
Ærø;Nature of the offence, total;2010Q4;40
Ærø;Nature of the offence, total;2011Q1;21
Ærø;Nature of the offence, total;2011Q2;43
Ærø;Nature of the offence, total;2011Q3;49
Ærø;Nature of the offence, total;2011Q4;29
Ærø;Nature of the offence, total;2012Q1;40
Ærø;Nature of the offence, total;2012Q2;41
Ærø;Nature of the offence, total;2012Q3;57
Ærø;Nature of the offence, total;2012Q4;44
Ærø;Nature of the offence, total;2013Q1;62
Ærø;Nature of the offence, total;2013Q2;33
Ærø;Nature of the offence, total;2013Q3;58
Ærø;Nature of the offence, total;2013Q4;48
Ærø;Nature of the offence, total;2014Q1;44
Ærø;Nature of the offence, total;2014Q2;41
Ærø;Nature of the offence, total;2014Q3;42
Ærø;Nature of the offence, total;2014Q4;32
Ærø;Nature of the offence, total;2015Q1;32
Ærø;Nature of the offence, total;2015Q2;36
Ærø;Nature of the offence, total;2015Q3;41
Ærø;Nature of the offence, total;2015Q4;23
Ærø;Nature of the offence, total;2016Q1;32
Ærø;Nature of the offence, total;2016Q2;32
Ærø;Nature of the offence, total;2016Q3;33
Ærø;Nature of the offence, total;2016Q4;48
Ærø;Nature of the offence, total;2017Q1;75
Ærø;Nature of the offence, total;2017Q2;67
Ærø;Nature of the offence, total;2017Q3;85
Ærø;Nature of the offence, total;2017Q4;86
Ærø;Nature of the offence, total;2018Q1;124
Ærø;Nature of the offence, total;2018Q2;95
Ærø;Nature of the offence, total;2018Q3;75
Ærø;Nature of the offence, total;2018Q4;85
