municipality,year,value
Tårnby,2015,12.7
Tønder,2015,24.2
Vallensbæk,2015,14.6
Varde,2015,23.2
Vejen,2015,24.8
Vejle,2015,24.7
Vesthimmerlands,2015,23.6
Viborg,2015,23.1
Vordingborg,2015,34.1
Ærø,2015,20.8
Aabenraa,2016,24.2
Aalborg,2016,24.7
Aarhus,2016,20.9
Albertslund,2016,13.6
Allerød,2016,19.6
Assens,2016,25.9
Ballerup,2016,13.7
Billund,2016,21.4
Bornholm,2016,23.5
Brøndby,2016,13.2
Brønderslev,2016,27.4
Copenhagen,2016,12.8
Dragør,2016,17.4
Egedal,2016,20.1
Esbjerg,2016,20.4
Faaborg-Midtfyn,2016,25.4
Fanø,2016,20.6
Favrskov,2016,24.5
Faxe,2016,31.9
Fredensborg,2016,22.5
Fredericia,2016,22.7
Frederiksberg,2016,12.3
Frederikshavn,2016,25.5
Frederikssund,2016,23.9
Furesø,2016,16.9
Gentofte,2016,14.2
Gladsaxe,2016,12.2
Glostrup,2016,13.2
Greve,2016,19.7
Gribskov,2016,27.0
Guldborgsund,2016,31.2
Haderslev,2016,26.5
Halsnæs,2016,25.5
Hedensted,2016,23.4
Helsingør,2016,22.6
Herlev,2016,12.0
Herning,2016,21.8
Hillerød,2016,20.7
Hjørring,2016,24.5
Holbæk,2016,28.6
Holstebro,2016,22.5
Horsens,2016,22.1
Hvidovre,2016,12.6
Høje-Taastrup,2016,17.2
Hørsholm,2016,21.1
Ikast-Brande,2016,22.2
Ishøj,2016,15.7
Jammerbugt,2016,28.9
Kalundborg,2016,26.9
Kerteminde,2016,22.6
Kolding,2016,24.1
Køge,2016,25.6
Langeland,2016,27.8
Lejre,2016,29.3
Lemvig,2016,22.9
Lolland,2016,29.5
Lyngby-Taarbæk,2016,14.3
Læsø,2016,21.9
Mariagerfjord,2016,25.8
Middelfart,2016,27.1
Morsø,2016,19.4
Norddjurs,2016,24.3
Nordfyns,2016,25.5
Nyborg,2016,26.5
Næstved,2016,29.9
Odder,2016,22.8
Odense,2016,21.6
Odsherred,2016,28.9
Randers,2016,23.9
Rebild,2016,28.1
Ringkøbing-Skjern,2016,21.4
Ringsted,2016,29.8
Roskilde,2016,22.0
Rudersdal,2016,18.6
Rødovre,2016,11.4
Samsø,2016,20.2
Silkeborg,2016,24.8
Skanderborg,2016,24.5
Skive,2016,23.0
Slagelse,2016,29.6
Solrød,2016,24.1
Sorø,2016,32.2
Stevns,2016,31.2
Struer,2016,22.7
Svendborg,2016,25.1
Syddjurs,2016,28.5
Sønderborg,2016,20.4
Thisted,2016,21.5
Tårnby,2016,13.0
Tønder,2016,24.9
Vallensbæk,2016,15.1
Varde,2016,24.2
Vejen,2016,25.2
Vejle,2016,25.3
Vesthimmerlands,2016,24.6
Viborg,2016,23.7
Vordingborg,2016,35.6
Ærø,2016,22.0
Aabenraa,2017,24.9
Aalborg,2017,25.3
Aarhus,2017,21.2
Albertslund,2017,14.0
Allerød,2017,19.7
Assens,2017,26.4
Ballerup,2017,14.2
Billund,2017,22.8
Bornholm,2017,23.1
Brøndby,2017,13.3
Brønderslev,2017,28.0
Copenhagen,2017,12.8
Dragør,2017,17.4
Egedal,2017,20.2
Esbjerg,2017,21.4
Faaborg-Midtfyn,2017,25.4
Fanø,2017,24.4
Favrskov,2017,24.6
Faxe,2017,32.8
Fredensborg,2017,23.0
Fredericia,2017,22.9
Frederiksberg,2017,12.3
Frederikshavn,2017,25.7
Frederikssund,2017,24.1
Furesø,2017,17.2
Gentofte,2017,14.0
Gladsaxe,2017,12.6
Glostrup,2017,13.2
Greve,2017,20.0
Gribskov,2017,27.3
Guldborgsund,2017,31.7
Haderslev,2017,27.5
Halsnæs,2017,25.4
Hedensted,2017,23.7
Helsingør,2017,22.9
Herlev,2017,12.1
Herning,2017,22.2
Hillerød,2017,21.1
Hjørring,2017,25.3
Holbæk,2017,29.2
Holstebro,2017,22.7
Horsens,2017,22.2
Hvidovre,2017,13.1
Høje-Taastrup,2017,17.7
Hørsholm,2017,21.0
Ikast-Brande,2017,23.4
Ishøj,2017,16.0
Jammerbugt,2017,29.3
Kalundborg,2017,28.0
Kerteminde,2017,24.0
Kolding,2017,24.5
Køge,2017,25.8
Langeland,2017,28.4
Lejre,2017,29.7
Lemvig,2017,22.8
Lolland,2017,29.5
Lyngby-Taarbæk,2017,14.4
Læsø,2017,22.3
Mariagerfjord,2017,26.2
Middelfart,2017,27.4
Morsø,2017,19.9
Norddjurs,2017,25.4
Nordfyns,2017,25.5
Nyborg,2017,26.5
Næstved,2017,30.2
Odder,2017,23.2
Odense,2017,22.2
Odsherred,2017,29.7
Randers,2017,24.1
Rebild,2017,29.4
Ringkøbing-Skjern,2017,21.4
Ringsted,2017,29.5
Roskilde,2017,22.3
Rudersdal,2017,18.7
Rødovre,2017,11.7
Samsø,2017,17.7
Silkeborg,2017,25.1
Skanderborg,2017,24.8
Skive,2017,23.2
Slagelse,2017,30.2
Solrød,2017,24.0
Sorø,2017,32.1
Stevns,2017,31.9
Struer,2017,22.7
Svendborg,2017,25.6
Syddjurs,2017,29.7
Sønderborg,2017,20.6
Thisted,2017,21.7
Tårnby,2017,13.1
Tønder,2017,25.5
Vallensbæk,2017,15.4
Varde,2017,24.8
Vejen,2017,25.7
Vejle,2017,25.9
Vesthimmerlands,2017,24.5
Viborg,2017,24.1
Vordingborg,2017,35.7
Ærø,2017,21.5
Aabenraa,2018,24.2
Aalborg,2018,25.3
Aarhus,2018,21.2
Albertslund,2018,13.7
Allerød,2018,19.4
Assens,2018,26.6
Ballerup,2018,14.1
Billund,2018,22.7
Bornholm,2018,24.4
Brøndby,2018,13.7
Brønderslev,2018,27.7
Copenhagen,2018,12.6
Dragør,2018,17.3
Egedal,2018,20.1
Esbjerg,2018,21.5
Faaborg-Midtfyn,2018,25.8
Fanø,2018,26.6
Favrskov,2018,24.7
Faxe,2018,32.3
Fredensborg,2018,22.7
Fredericia,2018,23.6
Frederiksberg,2018,11.7
Frederikshavn,2018,25.9
Frederikssund,2018,24.4
Furesø,2018,17.2
Gentofte,2018,13.7
Gladsaxe,2018,12.5
Glostrup,2018,12.9
Greve,2018,19.7
Gribskov,2018,27.3
Guldborgsund,2018,31.6
Haderslev,2018,27.3
Halsnæs,2018,25.1
Hedensted,2018,23.4
Helsingør,2018,22.8
Herlev,2018,11.8
Herning,2018,22.3
Hillerød,2018,20.8
Hjørring,2018,25.1
Holbæk,2018,29.1
Holstebro,2018,22.2
Horsens,2018,22.1
Hvidovre,2018,12.5
Høje-Taastrup,2018,17.2
Hørsholm,2018,21.2
Ikast-Brande,2018,23.0
Ishøj,2018,15.9
Jammerbugt,2018,29.5
Kalundborg,2018,28.0
Kerteminde,2018,23.7
Kolding,2018,24.6
Køge,2018,25.7
Langeland,2018,29.3
Lejre,2018,29.6
Lemvig,2018,23.5
Lolland,2018,29.4
Lyngby-Taarbæk,2018,14.2
Læsø,2018,19.4
Mariagerfjord,2018,26.0
Middelfart,2018,27.2
Morsø,2018,20.1
Norddjurs,2018,25.1
Nordfyns,2018,25.7
Nyborg,2018,26.8
Næstved,2018,30.5
Odder,2018,23.1
Odense,2018,22.5
Odsherred,2018,29.3
