municipality,year,value
Aabenraa,2020,62.2
Aalborg,2020,35.36
Aarhus,2020,24.22
Albertslund,2020,12.87
Allerød,2020,52.64
Assens,2020,69.87
Ballerup,2020,28.42
Billund,2020,64.6
Bornholm,2020,61.14
Brøndby,2020,21.11
Brønderslev,2020,70.29
Copenhagen,2020,4.73
Dragør,2020,51.67
Egedal,2020,54.41
Esbjerg,2020,49.19
Faaborg-Midtfyn,2020,70.49
Fanø,2020,57.46
Favrskov,2020,70.2
Faxe,2020,63.83
Fredensborg,2020,34.92
Fredericia,2020,43.0
Frederiksberg,2020,1.81
Frederikshavn,2020,60.39
Frederikssund,2020,54.4
Furesø,2020,36.68
Gentofte,2020,30.68
Gladsaxe,2020,20.9
Glostrup,2020,24.31
Greve,2020,48.54
Gribskov,2020,70.71
Guldborgsund,2020,60.28
Haderslev,2020,56.56
Halsnæs,2020,62.32
Hedensted,2020,76.14
Helsingør,2020,34.18
Herlev,2020,23.26
Herning,2020,55.14
Hillerød,2020,43.51
Hjørring,2020,65.41
Holbæk,2020,54.3
Holstebro,2020,55.61
Horsens,2020,54.72
Hvidovre,2020,28.61
Høje-Taastrup,2020,27.38
Hørsholm,2020,35.41
Ikast-Brande,2020,65.47
Ishøj,2020,19.07
Jammerbugt,2020,77.16
Kalundborg,2020,63.42
Kerteminde,2020,62.6
Kolding,2020,50.68
Køge,2020,47.39
Langeland,2020,67.22
Lejre,2020,73.98
Lemvig,2020,72.48
Lolland,2020,64.44
Lyngby-Taarbæk,2020,22.89
Læsø,2020,82.53
Mariagerfjord,2020,65.55
Middelfart,2020,63.42
Morsø,2020,69.6
Norddjurs,2020,63.96
Nordfyns,2020,72.87
Nyborg,2020,53.8
Næstved,2020,52.31
Odder,2020,60.1
Odense,2020,31.18
Odsherred,2020,67.49
Randers,2020,47.51
Rebild,2020,75.59
Ringkøbing-Skjern,2020,69.78
Ringsted,2020,49.6
Roskilde,2020,40.79
Rudersdal,2020,42.02
Rødovre,2020,21.22
Samsø,2020,77.6
Silkeborg,2020,56.9
Skanderborg,2020,60.64
