municipality,year,value
Assens,2014,34.19
Ballerup,2014,38.0
Billund,2014,35.11
Bornholm,2014,41.65
Brøndby,2014,38.29
Brønderslev,2014,35.33
Copenhagen,2014,46.26
Dragør,2014,28.89
Egedal,2014,22.92
Esbjerg,2014,39.09
Faaborg-Midtfyn,2014,34.46
Fanø,2014,40.3
Favrskov,2014,29.25
Faxe,2014,32.92
Fredensborg,2014,33.53
Fredericia,2014,39.35
Frederiksberg,2014,46.29
Frederikshavn,2014,39.46
Frederikssund,2014,31.42
Furesø,2014,30.97
Gentofte,2014,38.93
Gladsaxe,2014,41.37
Glostrup,2014,42.96
Greve,2014,28.6
Gribskov,2014,28.54
Guldborgsund,2014,41.29
Haderslev,2014,37.46
Halsnæs,2014,33.48
Hedensted,2014,30.12
Helsingør,2014,39.26
Herlev,2014,39.85
Herning,2014,36.4
Hillerød,2014,33.44
Hjørring,2014,37.28
Holbæk,2014,34.25
Holstebro,2014,37.07
Horsens,2014,37.37
Hvidovre,2014,39.08
Høje-Taastrup,2014,35.45
Hørsholm,2014,37.33
Ikast-Brande,2014,33.33
Ishøj,2014,34.24
Jammerbugt,2014,33.39
Kalundborg,2014,37.14
Kerteminde,2014,34.75
Kolding,2014,36.28
Køge,2014,32.49
Langeland,2014,43.13
Lejre,2014,24.88
Lemvig,2014,37.21
Lolland,2014,43.04
Lyngby-Taarbæk,2014,44.77
Læsø,2014,45.4
Mariagerfjord,2014,36.26
Middelfart,2014,34.13
Morsø,2014,39.02
Norddjurs,2014,38.42
Nordfyns,2014,32.48
Nyborg,2014,37.23
Næstved,2014,37.31
Odder,2014,33.32
Odense,2014,41.84
Odsherred,2014,38.6
Randers,2014,39.93
Rebild,2014,30.22
Ringkøbing-Skjern,2014,34.57
Ringsted,2014,34.51
Roskilde,2014,37.9
Rudersdal,2014,36.08
Rødovre,2014,42.06
Samsø,2014,44.74
Silkeborg,2014,34.17
Skanderborg,2014,28.94
Skive,2014,38.52
Slagelse,2014,39.51
Solrød,2014,27.58
Sorø,2014,34.69
Stevns,2014,31.45
Struer,2014,36.61
Svendborg,2014,39.65
Syddjurs,2014,33.81
Sønderborg,2014,38.1
Thisted,2014,36.88
Tårnby,2014,34.72
Tønder,2014,37.26
Vallensbæk,2014,28.76
Varde,2014,33.96
Vejen,2014,33.02
Vejle,2014,36.52
Vesthimmerlands,2014,37.05
Viborg,2014,36.39
Vordingborg,2014,40.09
Ærø,2014,47.71
Aabenraa,2015,36.68
Aalborg,2015,41.85
Aarhus,2015,40.12
Albertslund,2015,40.76
Allerød,2015,26.57
Assens,2015,34.15
Ballerup,2015,38.09
Billund,2015,35.36
Bornholm,2015,41.88
Brøndby,2015,37.89
Brønderslev,2015,35.7
Copenhagen,2015,45.48
Dragør,2015,29.2
Egedal,2015,23.0
Esbjerg,2015,39.26
Faaborg-Midtfyn,2015,34.87
Fanø,2015,39.95
Favrskov,2015,29.4
Faxe,2015,32.97
Fredensborg,2015,33.7
Fredericia,2015,39.51
Frederiksberg,2015,45.82
Frederikshavn,2015,39.44
Frederikssund,2015,31.75
Furesø,2015,30.76
Gentofte,2015,38.77
Gladsaxe,2015,40.98
Glostrup,2015,42.74
Greve,2015,28.72
Gribskov,2015,28.76
Guldborgsund,2015,41.48
Haderslev,2015,38.12
Halsnæs,2015,34.07
Hedensted,2015,30.25
Helsingør,2015,39.24
Herlev,2015,39.68
Herning,2015,36.55
Hillerød,2015,33.5
Hjørring,2015,37.78
Holbæk,2015,34.53
Holstebro,2015,36.93
Horsens,2015,37.38
Hvidovre,2015,38.97
Høje-Taastrup,2015,35.34
Hørsholm,2015,37.37
Ikast-Brande,2015,33.8
Ishøj,2015,33.98
Jammerbugt,2015,33.68
Kalundborg,2015,37.3
Kerteminde,2015,34.55
Kolding,2015,36.21
Køge,2015,32.43
Langeland,2015,43.14
Lejre,2015,24.89
Lemvig,2015,36.87
Lolland,2015,43.72
Lyngby-Taarbæk,2015,44.25
Læsø,2015,46.19
Mariagerfjord,2015,36.53
Middelfart,2015,34.21
Morsø,2015,40.07
Norddjurs,2015,38.82
Nordfyns,2015,33.29
Nyborg,2015,37.97
Næstved,2015,37.35
Odder,2015,33.43
Odense,2015,41.31
Odsherred,2015,38.65
Randers,2015,40.18
Rebild,2015,30.29
Ringkøbing-Skjern,2015,34.92
Ringsted,2015,34.81
Roskilde,2015,37.76
Rudersdal,2015,35.97
Rødovre,2015,41.65
Samsø,2015,45.64
Silkeborg,2015,34.2
Skanderborg,2015,29.06
Skive,2015,39.03
Slagelse,2015,39.71
Solrød,2015,27.29
Sorø,2015,34.83
Stevns,2015,31.26
Struer,2015,37.01
Svendborg,2015,40.11
Syddjurs,2015,33.85
Sønderborg,2015,38.41
Thisted,2015,37.18
Tårnby,2015,34.29
Tønder,2015,37.42
Vallensbæk,2015,28.86
Varde,2015,34.03
Vejen,2015,33.35
Vejle,2015,36.56
Vesthimmerlands,2015,37.0
Viborg,2015,36.45
Vordingborg,2015,40.53
Ærø,2015,47.65
Aabenraa,2016,36.81
Aalborg,2016,41.51
Aarhus,2016,39.69
Albertslund,2016,40.59
Allerød,2016,26.31
Assens,2016,34.05
Ballerup,2016,37.99
Billund,2016,35.08
Bornholm,2016,42.36
Brøndby,2016,37.38
Brønderslev,2016,35.49
Copenhagen,2016,44.58
Dragør,2016,29.37
